Nom de l'offre touristique;Type d'offre;Type lieu de visite;Adresse1;Adresse1Suite;Adresse partie 2;Adresse partie 3;Code postal;Bureau distributeur de l'adresse postale;Commune du lieu de visite;Cedex;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;Emplacement de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une vidéo;Widget tripadvisor;Equipements présents sur le site;Services proposés sur l'équipement de loisir;Point d'intérêt visible sans visite: oui / non;Thème du musée ou centre d'interprétation;Thème du musée ou centre d'interprétation;Type du parc ou jardin;Catégorie du parc ou jardin;Style architectural du parc ou jardin;Thème du parc et jardin;Catégorie du site ou monument;Style architectural du site ou monument;Thème du site et monument historique;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;Catégorie de la ville ou du village fleuri;Labels;Langues parlées à l'accueil;Groupe accepté: oui / non;Nombre personnes max pour les groupes;Nombre personnes min pour les groupes;Activité sur place;Durée de visite pour les individuels;Durée de visite pour les groupes;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Visites libres proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langues des audio guides;Langues des panneaux d'information;Langues parlées;Visites libres proposées aux individuels en permanence: oui / non;Les offres proposées;Ouvert toute l'année: oui / non;Période/horaires par jour/précisions ouverture/précision fermeture;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarif gratuit : oui / non;Tarif(s) de l'année en cours proposé(s);Mode(s) de paiement accepté(s);localisation;departement
EGLISE ST MARTIN À SAINT MARTIN DE CONNÉE;Site et monument historiques;Patrimoine culturel;;;Place Jacques Burin;;53160;;SAINT-MARTIN-DE-CONNEE;;53239;48.21361;-0.217484;"Autoroute||A81||40 ; Gare SNCF||Evron||12";A l'abri;;02 43 37 42 58;;;;;;;;;;oui;;;;;;;Classé ou inscrit;Gothique;Eglise;non;;;;;Français;oui;;10;;;1h30;non;oui;oui;;non;;;Français;Français;oui;;oui;;"Pays d'art et d'histoire ""Coëvrons-Mayenne""||02 43 58 13 06||coevrons-mayenne@lamayenne.fr";;;oui;;;48.21361,-0.217484;Mayenne
MANOIR DE LAUNAY;Site et monument historiques;Patrimoine culturel;;;Manoir de Launay;;49400;;VILLEBERNIER;;49374;47.2644;-0.040067;"Autoroute||A85||10 ; Gare SNCF||Saumur||5";;06 07 25 60 55;02 41 50 36 67;;launay1444-info@yahoo.fr;https://www.manoirdelaunay.com;;"Facebook||https://www.facebook.com/manoir.delaunay;Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g1236273-d12800431-Reviews-Le_Manoir_de_Launay-Villebernier_Maine_et_Loire_Pays_de_la_Loire.html;Google+||https://maps.google.com/?cid=2843650120881372557";;;"Auditorium;Salle de réunion équipée";Boutique;;;;;;;;Classé ou inscrit;"Médiéval ; Renaissance";Château;oui;;;;;"Anglais;Français";oui;;5;Expositions temporaires;2h;1h30;oui;oui;non;oui;oui;;;"Français;Allemand;Anglais;Chinois;Espagnol;Italien;Néerlandais;Russe";"Français;Anglais";non;;non;"01/04/2022||30/06/2022||Sur simple appel au 06 07 25 60 55||||||||||||||||||||||||||||||||||||12:30||||||18:30||12:30||||||18:30||12:30||||||18:30;01/07/2022||31/08/2022||||||||||||||||||||||||||||||12:30||||||18:30||12:30||||||18:30||12:30||||||18:30||12:30||||||18:30;01/09/2022||31/10/2022||Sur simple appel au 06 07 25 60 55||||||||||||||||||||||||||||||||||||12:30||||||18:30||12:30||||||18:30||12:30||||||18:30";;||https://patrivia.net/visit/manoir-de-launay||||||;oui;;"Tarif indiv. enfant||7,00||7,00||6 à 12 ans;Gratuité||0,00||0,00||Enfants moins de 6 ans;Tarif indiv. réduit||7,00||7,00||Personnes à mobilité réduite;Tarif indiv. adulte||14,00||||;Tarif groupe enfant||1,00||6,00||";"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.2644,-0.040067;Maine-et-Loire
PARC DU CHATEAU DE LA RENAUDIERE;Parc et jardin;Patrimoine culturel;;;;;72240;;BERNAY-NEUVY-EN-CHAMPAGNE;;72219;48.0612148;-0.0051048;"Autoroute||||15 ; Gare SNCF||||20";;;02 43 20 71 09;;;;https://www.youtube.com/watch?v=ISQf9tU3vGc&feature=youtu.be;;"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ISQf9tU3vGc"" frameborder=""0"" allow=""accelerometer;autoplay;encrypted-media;gyroscope;picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;;;;;;;;A l'anglaise;Parc;;;;non;Chien non admis;;;;"Anglais;Français";oui;;15;;;;;;oui;;;;;;Français;oui;;non;;Monsieur De Mascureau||02 43 20 71 09||;;;oui;;;48.0612148,-0.0051048;Sarthe
DONJON DE BALLON;Site et monument historiques;Patrimoine culturel;;;;;72290;;BALLON-SAINT MARS;;72023;48.1789657;0.2330872;"Autoroute||||4 ; Gare SNCF||LE MANS||23";;;02 43 27 30 51;;;www.donjondeballon.fr;;;;;;;non;;;;;;;Classé ou inscrit;"Médiéval ; Renaissance";"Chapelle;Château;Château fort;Donjon";non;;;;;Anglais;oui;30;10;;;60';oui;oui;oui;;oui;oui;;Français;"Français;Anglais";oui;"Proposition clientèle||PCU878000044 ; Proposition clientèle||HLOPDL072V50MXST ; Proposition clientèle||ACCAMPDL072V5001IR ; Proposition clientèle||ORGPDL072V508WL2 ; Proposition clientèle||HLOPDL072V5000R0 ; Proposition clientèle||ITI878000691 ; Proposition clientèle||ITIPDL072V50OZBE ; Proposition clientèle||ITIPDL072V50OZC5 ; Proposition clientèle||ITIPDL072V50P42L ; Proposition clientèle||ITIPDL072V50P444 ; Proposition clientèle||ITIPDL072V50P44A";;;"MME BABEY||06 07 17 45 93||suzanne.babey@donjondeballon.com;MME RIBET||06 63 11 16 40||";;;non;"Tarif indiv. enfant||||||7-17 ans;Gratuité||||||Gratuit pour les personnes handicapées et leur accompagnateur;;Tarif groupe adulte||||||Contact: 06 07 17 45 93 ou par email";"Chèques bancaires et postaux;Espèces";48.1789657,0.2330872;Sarthe
CHAPELLE DES LUMIÈRES;Site et monument historiques;Patrimoine culturel;rue Notre Dame;;;;53220;;PONTMAIN;;53181;48.4395363;-1.0584296;"Aéroport/aérodrome||RENNES ||70 ; Autoroute||DEPUIS FOUGERES A 84||20 ; Gare routière||FOUGERES ||17 ; Gare SNCF||LAVAL||50 ; Transport en commun||FOUGERES||17";A l'abri;;;;;;;;;;;;;;;;;;;Non Classé;;"Chapelle;Petit patrimoine";non;;;;;"Anglais;Français";oui;;;;;;oui;oui;oui;;oui;;;;"Français;Anglais";oui;;oui;01/01/2022||31/12/2022||||ouverte jour et nuit||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;48.4395363,-1.0584296;Mayenne
LES MACHINES DE L'ILE;Site et monument historiques;Patrimoine culturel;;Parcs des Chantiers;Boulevard Léon Bureau;;44200;;NANTES;;44109;47.2058839;-1.564654;Gare maritime||||768,46;;;;;;http://www.lesmachines-nantes.fr;;;;;"Aire de pique nique;Bar / Salon de thé;Cafétéria / Restaurant";Boutique;oui;;;;;;;;Contemporain;Installation contemporaine;;;;;"Accueil Vélo;La Loire à vélo;La Vélodyssée";;oui;;15;;;;;;;;;;;;;;;oui;;;;;non;;;47.2058839,-1.564654;Loire-Atlantique
CHÂTEAU DE VAIR;Site et monument historiques;Patrimoine culturel;;;Vair;Anetz;44150;;VAIR-SUR-LOIRE;;44163;47.3920872;-1.0793714;"Gare SNCF||Ancenis||8 ; Autoroute||A11 entrée Ancenis||10 ; Route (nationale/départ.)||D723||1 ; Gare routière||Ancenis||8 ; Aéroport/aérodrome||Ancenis||10 ; Héliport||Ancenis ||10";"En extérieur ombragé ; En extérieur soleil";;02 40 96 21 59;;contact@chateaudevair.com;http://www.chateaudevair.com;https://youtu.be/U_deLe7hSpg;"Facebook||https://www.facebook.com/ChateauDeVair;Instagram||https://www.instagram.com/chateaudevair/;Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g15189546-d10818348-Reviews-Chateau_de_Vair-Vair_sur_Loire_Loire_Atlantique_Pays_de_la_Loire.html";;;"Aire de pique nique;Bar / Salon de thé;Salle de projection;Salle de réunion équipée";"Boutique;Espace jeux;WiFi";oui;Musée privé;"Archéologie;Artisanat;Arts décoratifs;Environnement et nature;Histoire;Musée pour enfants";;;;Parc;Classé ou inscrit;"Classique ; Médiéval ; Renaissance ; XIXe siècle";Château;oui;;;;;"Anglais;Français";oui;150;10;"Animation thématique spécifique ; Atelier pour adultes ; Atelier pour enfants ; Colloques ; Conférences ; Expositions temporaires ; Son et Lumière";01:15;01:30;non;oui;oui;oui;non;non;Français;Français;"Français;Anglais";oui;;non;;;||||||02 40 96 21 59||contact@chateaudevair.com;non;non;"Tarif indiv. enfant||||||3 à 17 ans;Gratuité||||||- de 3 ans;Tarif indiv. adulte||||||7€ sans le spectacle 10€ avec le spectacle";"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.3920872,-1.0793714;Loire-Atlantique
NOTRE-DAME DU SACRÉ-COEUR;Site et monument historiques;Patrimoine culturel;;;Côteau de la Vierge;Chenillé-Changé;49220;;CHENILLE-CHAMPTEUSSE;;49067;47.7017211;-0.6656426;"Gare SNCF||ANGERS||30 ; Autoroute||ANGERS A11||25 ; Route (nationale/départ.)||RN 162 CHAMBELLAY||8 ; Gare routière||LE LION D'ANGERS||10 ; Transport en commun||LE LION D'ANGERS||10 ; Aéroport/aérodrome||NANTES||95 ; Halte fluviale||CHENILLE-CHANGE||0";;;;;;;;;;;;;oui;;;;;;;Non Classé;XIXe siècle;Petit patrimoine;oui;;;;;;oui;;;;30min;30min;;;oui;;;;;Français;;oui;"Proposition clientèle||ASCPDL049V50BNMZ ; Proposition clientèle||ASCPDL049V50BNQC";oui;;;;;oui;;;47.7017211,-0.6656426;Maine-et-Loire
JARDIN DU CHATEAU DU PATY;Parc et jardin;Patrimoine culturel;;;;Le Paty;72500;;CHENU;;72077;47.61183;0.334279;"Gare SNCF||Château-du-Loir (72500)||11 ; Autoroute||A28 (sortie Château-du-Loir, Le Lude)||10";;;;;thibautmarie.despointes@gmail.com;http://thibauthdespointes.wix.com/le-paty;;;;;Aire de pique nique;;;;;;;A l'anglaise;"Jardin d'agrément;Parc";;;;oui;;;;;"Anglais;Français";oui;50;;;1:30;1:30;oui;oui;oui;oui;oui;oui;;Français;"Français;Anglais";oui;;non;;;;;oui;;;47.61183,0.334279;Sarthe
LE MOULIN À PAPIER;Site et monument historiques;Patrimoine culturel;;Le Grand Moulin;430 Rue aux Chevaux;;53270;;SAINTE-SUZANNE-ET-CHAMMES;;53255;48.0979655;-0.3456023;"Gare SNCF||Evron||7 ; Autoroute||A81 sortie n°2 à Vaiges||12 ; Route (nationale/départ.)||D9 D7 direction Torcé Viviers en Charnie||1 ; Aéroport/aérodrome||Laval||35 ; Halte fluviale||Mayenne||34";A l'abri;06 16 43 40 46;;;moulinpapier-stesuz@orange.fr;http://www.moulin-papier.com;"https://www.youtube.com/watch?v=9sH9oxg74_Q;https://www.youtube.com/watch?v=q0HDJs1akUg;https://www.youtube.com/watch?v=e8eJ6crLPac";Facebook||https://www.facebook.com/moulinpapier/;;;Aire de pique nique;Boutique;oui;;"Agriculture / monde rural;Artisanat;Arts et traditions populaires;Ecomusée;Environnement et nature;Histoire;Industrie;Métiers;Musée pour enfants;Sciences et techniques";;;;Parc;Non Classé;XIXe siècle;Moulin;oui;;;2 fleurs;"Pays d'Art et d'Histoire;Petites cités de caractère;Plus beaux villages de France;Station Verte;Ville et village fleuris";"Anglais;Français";oui;40;20;Atelier pour enfants;1h30;1h30;non;oui;non;oui;oui;non;;Français;Français;non;;non;"02/06/2022||02/06/2022||Visite à 14h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;05/06/2022||05/06/2022||Visite guidée à 14h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;08/06/2022||08/06/2022||Visite à 10h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;09/06/2022||09/06/2022||Visite à 16h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;20/06/2022||20/06/2022||Visite à 14h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/07/2022||31/08/2022||Visite guidée à 14h30 et 16h30 pour les individuels. Ouverture le matin pour les groupes sur réservation.||||||||||||||||14:30||18:00||||||14:30||18:00||||||14:30||18:00||||||14:30||18:00||||||14:30||18:00||||||14:30||18:00;01/09/2022||18/09/2022||Visite guidée à 14h30 le week-end ||||||||||||||||||||||||||||||||||||||||||||||||14:30||16:30||||||14:30||16:30";Mr et Mme Carlos et Nelly ROBERT||06 16 43 40 46||moulinpapier-stesuz@orange.fr;;;non;"Tarif indiv. adulte||8,00||||Visite guidée pour individuel;Tarif groupe adulte||5,00||||Atelier pédagogique ""fabrication d'une feuille de papier"" en groupe de 25 élèves maxi sur réservation - niveau maternelle et primaire - durée 2h à 2h30;Tarif indiv. enfant||4,00||||enfants de 6 à 17 ans inclus;Gratuité||||||gratuité pour les moins de 6 ans accompagné(e)s de leurs parents;Tarif groupe adulte||5,00||||à partir de 20 personnes;Tarif groupe enfant||4,00||||visite guidée du moulin à papier";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";48.0979655,-0.3456023;Mayenne
CHÂTEAU D’ANCENIS;Site et monument historiques;Patrimoine culturel;;;Place de la Résistance;Ancenis;44150;;ANCENIS-SAINT-GEREON;;44003;47.3638753;-1.1774222;"Gare SNCF||Gare d'Ancenis||0,6 ; Route (nationale/départ.)||RD723||1,3";;;02 40 83 07 44;;tourisme@pays-ancenis.com;;;;;;;;oui;;;;;;;Classé ou inscrit;Renaissance;Château;;;;;;;;;;;;;;;;;;;;;;;Partenariat||FMAPDL044V50CGAE;oui;;;;;oui;;;47.3638753,-1.1774222;Loire-Atlantique
CHÂTEAU MÉDIÉVAL D’OUDON;Site et monument historiques;Patrimoine culturel;;;11 rue du Pont Levis;;44521;;OUDON;;44115;47.3460115;-1.2899668;"Gare SNCF||Gare d'Oudon||0,4 ; Route (nationale/départ.)||RD723||2";A l'abri;;02 40 83 80 04;;chateau-oudon@pays-ancenis.com;https://www.chateau-oudon.fr;https://youtu.be/_ahnc9rTGHY;"Tripadvisor||http://www.tripadvisor.fr/Attraction_Review-g1051955-d3387391-Reviews-Chateau_Medieval_d_Oudon-Ancenis_Loire_Atlantique_Pays_de_la_Loire.html;Facebook||https://www.facebook.com/Ch%C3%A2teau-m%C3%A9di%C3%A9val-dOudon-234229243262056/timeline/";"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/_ahnc9rTGHY"" frameborder=""0"" allow=""accelerometer;autoplay;encrypted-media;gyroscope;picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";"<div id=""TA_selfserveprop431"" class=""TA_selfserveprop"">;<ul id=""o0bBZYV"" class=""TA_links 8FKQ74Qsmkm"">;<li id=""5vF2rmO5Vkf"" class=""tNLqPlo6VW"">;<a target=""_blank"" href=""http://www.tripadvisor.fr/""><img src=""http://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""http://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=431&amp;locationId=3387391&amp;lang=fr&amp;rating=true&amp;nreviews=4&amp;writereviewlink=true&amp;popIdx=true&amp;iswide=true&amp;border=true&amp;display_version=2""></script>;";;"Boutique;WiFi";oui;;;;;;;Classé ou inscrit;Médiéval;"Château;Château fort;Donjon;Tour";oui;en laisse;;;"Accueil Vélo;La Loire à vélo;Vignobles et découvertes;Ambassadeur Val de Loire";"Anglais;Français";non;;;;;;non;non;non;non;non;non;;"Français;Allemand;Anglais;Espagnol;Italien;Néerlandais";"Français;Anglais";oui;"Proposition clientèle||ITIPDL044V504YOC ; Proposition clientèle||ITIPDL044V504YOC";non;"21/05/2022||07/07/2022||||||||||||||||||||||||||||||||||||||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00;08/07/2022||28/08/2022||||||||||||||||||||||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00;02/09/2022||25/09/2022||||||||||||||||||||||||||||||||||||||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00;22/10/2022||06/11/2022||||||||||||||||||||||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00";;;;non;"Tarif indiv. adulte||||3,50||;Gratuité||||0,00||Gratuit pour les moins de 12 ans";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.3460115,-1.2899668;Loire-Atlantique
CHÂTEAU DE CLISSON GRAND PATRIMOINE DE LOIRE-ATLANTIQUE;Site et monument historiques;Patrimoine culturel;;;Place du Minage;;44190;;CLISSON;;44043;47.08691;-1.2817909;"Gare SNCF||Gare de Clisson||0,5 ; Autoroute||||15 ; Route (nationale/départ.)||||1 ; Aéroport/aérodrome||Aéroport Nantes Atlantique||30";;;02 40 54 02 22;;chateau.clisson@loire-atlantique.fr;https://www.chateau-clisson.fr/;https://www.youtube.com/watch?v=Q2CIz-4j3AI;"Twitter||https://twitter.com/grandpatrimoine;Tripadvisor||http://www.tripadvisor.fr/Attraction_Review-g1842343-d2700750-Reviews-Clisson_Castle-Clisson_Loire_Atlantique_Pays_de_la_Loire.html;Facebook||https://www.facebook.com/chateauclisson;Instagram||https://www.instagram.com/grandpatrimoine/";;;Salle de projection;Boutique;non;Classé et contrôlé par la DMF;Histoire;;;;;Classé ou inscrit;"Médiéval ; XIXe siècle";"Château;Château fort;Donjon;Ensemble fortifié et remparts;Ruines et vestiges";oui;les animaux doivent obligatoirement être tenus en laisse à l'intèrieur du château.;;;Vignobles et découvertes;"Anglais;Français";oui;0;15;"Animation thématique spécifique ; Atelier pour enfants";01h00;01h00;oui;oui;oui;oui;oui;;;"Français;Allemand;Anglais;Espagnol;Italien";Français;oui;;non;;;||https://billetterie.chateau-clisson.fr/||||||;oui;non;"Tarif indiv. adulte|||||| Entrée gratuite + visite guidée : 3€ jusqu'au 31/12/2021;Gratuité||||||visite libre gratuite pour tous jusqu'au 31 décembre 2021;Tarif indiv. réduit||||||Entrée et visite guidée gratuites pour les moins de 18 ans et demandeurs d'emploi;Tarif groupe adulte||||||Tarif groupe à partir de 15 personnes;Entrée : 2 € - Entrée + visite guidée : 4 €;";"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.08691,-1.2817909;Loire-Atlantique
MANOIR DE LA COUR MORTIER;Site et monument historiques;Patrimoine culturel;2 rue du 8 Mai;;;;44130;;BLAIN;;44015;47.476241;-1.762404;"Gare SNCF||Gare de Nantes||38 ; Route (nationale/départ.)||RN 137||13 ; Route (nationale/départ.)||RN 171||1 ; Transport en commun||Lignes LILA 11 et 71, arrêt ""Pl Jollan""||0,2";;;;;;;;;;;Salle de réunion équipée;;oui;;;;;;;Non Classé;;Maison et bâtiment;;;;;;;;;;;;;non;non;non;non;non;non;;;;non;;;||||Visible de l'extérieur - pas visitable||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.476241,-1.762404;Loire-Atlantique
LA CHAPELLE DES CALVAIRIENNES, CENTRE D'ART CONTEMPORAIN;Musée et centre d'interprétation;Patrimoine culturel;;;Rue Guyard de la Fosse;;53100;;MAYENNE;;53147;48.305614;-0.622691;Gare SNCF||Laval||30;;;02 43 30 10 16;;contact@kiosque-mayenne.org;www.kiosque-mayenne.org;;Facebook||https://www.facebook.com/lekiosqueartcontemporain/;;;;;;;Art moderne / contemporain;;;;;;;;;;;;Pays d'Art et d'Histoire;"Anglais;Espagnol;Français";oui;;;;;;oui;;oui;;oui;;;;"Français;Anglais;Espagnol";oui;"Proposition clientèle||FMAPDL053V501C5T ; Proposition clientèle||FMAPDL053V504ECB";non;;;;;non;;Chèques bancaires et postaux;48.305614,-0.622691;Mayenne
PETITE CITE DE CARACTERE DE SAINT-CALAIS;Site et monument historiques;Patrimoine culturel;;Mairie;rue Amédée Savidan;;72120;;SAINT-CALAIS;;72269;47.920207;0.74333833;"Gare SNCF||Vendôme / La Ferté Bernard||30 ; Autoroute||Le Mans||30";;;02 43 35 63 03;;;http://www.pcc-paysdelaloire.fr/index.php;https://vimeo.com/141403512;;;;"Aire de pique nique;Bar / Salon de thé;Cafétéria / Restaurant";"Bibliothèque;Médiathèque;WiFi";oui;;;;;;;"Classé ou inscrit ; ZPPAUP";;"Eglise;Halle;Maison et bâtiment;Ruines et vestiges;Pays - Ville - village et quartier";non;;;2 fleurs;"Pays d'Art et d'Histoire;Petites cités de caractère;Ville et village fleuris";Français;oui;30;8;"Animation thématique spécifique ; Atelier pour enfants ; Conférences ; Expositions temporaires";;;oui;oui;oui;oui;oui;oui;;"Français;Anglais";"Français;Anglais";oui;;oui;;Pauline PILLET||02 43 35 63 03||patrimoine.saintcalais@gmail.com;;;oui;;;47.920207,0.74333833;Sarthe
MANOIR DE LA HÉLARDIÈRE;Site et monument historiques;Patrimoine culturel;;;La Helardiere;;44480;;DONGES;;44052;47.320612;-2.089918;"Itinéraire de randonnée||entre Montoir et Donges, par la campagne||0 ; Route (nationale/départ.)||Sortie D4, Donges centre sur N171||";;06 71 97 39 24;02 40 00 66 74;;viviane.bosse-perus@wanadoo.fr;http://www.manoirdelahelardiere.com;;Facebook||http://facebook.com/A LA RENCONTRE DES ARTS AU MANOIR DE LA HELARDIERE.com;;;;;oui;;;;;;;;;Maison et bâtiment;;;;;;;;;;Expositions temporaires;;;;;;;;;;;;;;oui;"01/01/2022||31/12/2022||telephoner au préalable pour visite expos ""A la rencontre des Arts""||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";VIVIANE BOSSE PERUS||06 71 97 39 24||vbosseperus@gmail.com;;;;"Tarif indiv. réduit||||||visite hors expos;Tarif indiv. adulte||||||visite avec animations, remboursement entrée si achat oeuvre d'Art";;47.320612,-2.089918;Loire-Atlantique
EGLISE SAINT MARTIN DE VERTOU;Site et monument historiques;Patrimoine culturel;;;Place de l'église;Bocé;49150;;BAUGE-EN-ANJOU;;49018;47.5316339;-0.1198796;Route (nationale/départ.)||CD 938-CD 458||2;;;02 41 82 72 16;;;;;;;;;;oui;;;;;;;Classé ou inscrit;;Eglise;non;;;;;;oui;;;;;;non;non;oui;non;non;non;;;Français;oui;;;01/01/2020||31/12/2022||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||;;;;oui;;;47.5316339,-0.1198796;Maine-et-Loire
JARDINS DU MANOIR DE FAVRY;Parc et jardin;Patrimoine culturel;;;;Favry;53340;;PREAUX;;53184;47.935887;-0.46147;"Route (nationale/départ.)||D 21||3 ; Autoroute||A 81||15 ; Gare SNCF||Sablé sur Sarthe||15";;06 82 40 83 46;09 64 39 07 18;;diner.de.gala@orange.fr;www.manoirdefavry.com;;"Facebook||https://www.facebook.com/manoirdefavry;Instagram||https://www.instagram.com/manoir_de_favry/";;;;;;;;;;A la française;Parc;;;;oui;tenus en laisse;;;Jardin remarquable;Français;oui;30;12;;;;;;;;oui;;;;Français;;;non;;Mme Mirabaud||06 82 40 83 46||diner.de.gala@orange.fr;;;non;"Tarif indiv. enfant||0,00||3,00||Gratuit pour les moins de 8 ans;Tarif indiv. adulte||7,00||7,00||;Tarif indiv. réduit||4,00||4,00||Etudiants.";;47.935887,-0.46147;Mayenne
PARC DE L'ÎLE;Parc et jardin;Patrimoine culturel;;;Rue du Canal;Ile MoulinSart;72210;;FILLE;;72133;47.8955576;0.12678812;"Route (nationale/départ.)||D 323 ||8 ; Autoroute||A11 Le Mans Sud, Echangeur N°9||8 ; Aéroport/aérodrome||Arnage||8 ; Gare SNCF||Le Mans||19 ; Gare routière||Le Mans||19 ; Héliport||Arnage||8 ; Transport en commun||TIS||0 ; Halte fluviale||||0,2";;;02 43 57 05 10;;ile.moulinsart@cc-valdesarthe.fr;https://ile-moulinsart.fr/;https://www.youtube.com/watch?v=KQ86JxCBt_s;"Facebook||http://www.facebook.com/pages/Ile-Moulinsart/206239486088095;Instagram||https://www.instagram.com/ilemoulinsart/";;;"Aire de pique nique;Bar / Salon de thé;Cafétéria / Restaurant";"Boutique;Espace jeux";oui;;;Collection de végétaux;;Contemporain;Parc;;;;oui;en laisse;;;;"Anglais;Espagnol;Français";oui;;;"Animation thématique spécifique ; Atelier pour adultes ; Atelier pour enfants ; Expositions temporaires";;;;;oui;;;;;;;oui;;oui;13/04/2022||26/10/2022||Ouvert du mercredi au dimanche||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.8955576,0.12678812;Sarthe
GALERIE DE L'AUBANCE;Musée et centre d'interprétation;Patrimoine culturel;;;8, Place de la République;Brissac-Quincé;49320;;BRISSAC LOIRE AUBANCE;;49050;47.35471;-0.44838;"Route (nationale/départ.)||D 748||1 ; Autoroute||A 87||5 ; Gare SNCF||Angers Saint Laud ||19 ; Transport en commun||Anjou Bus ligne 5||0,5 ; Aéroport/aérodrome||Angers Marcé||30";A l'abri;;02 41 78 26 21;;accueil@anjou-vignoble-villages.com;http://anjou-vignoble-villages.com;;;;;;"Borne interactive;WiFi";oui;;Galerie d'art;;;;;;;;oui;chiens tenus en laisse;;;;"Anglais;Espagnol;Français";oui;50;;Expositions temporaires;;0h15;non;non;oui;oui;non;non;;;Français;oui;"Partenariat||FMAPDL049V503ZSP ; Partenariat||PCUPDL049V50AB7D ; Partenariat||FMAPDL049V50AHRI ; Partenariat||FMAPDL049V50AHER ; Partenariat||FMAPDL049V50BMNS ; Partenariat||FMAPDL049V50BMNW ; Partenariat||FMAPDL049V50CQ7O ; Partenariat||FMAPDL049V50CQ8I ; Partenariat||FMAPDL049V50CQ8Y";non;;;;;oui;;;47.35471,-0.44838;Maine-et-Loire
