NOM_DE_LA_FeTE_OU_MANIFESTATION;CATeGORIE_DE_LA_FeTE_OU_MANIFESTATION;ADRESSE1;ADRESSE1SUITE;Adresse_partie2;Adresse_partie3;CODE_POSTAL;COMMUNE_DE_LA_FÃŠTE_OU_MANIFESTATION;BUREAU_DISTRIBUTEUR_ADRESSE_POSTALE;CEDEX;CODE_INSEE_DE_LA_COMMUNE;LATITUDE;LONGITUDE;POINT_ACCÃˆS_NOM_DISTANCE_EN_KM;N_TeLePHONE_FIXE;N_TeLePHONE_MOBILE;N_FAX;ADRESSE_EMAIL;URL_WEB;TYPE_DE_PLATEFORME_URL;URL_POUR_ACCeDER_Ã€_LA_VIDeO;PUBLIC_CONCERNe_PAR_OFFRE;WIDGET_TRIPADVISOR;CODE_EMBED_POUR_INTeGRER_UNE_VIDeO;PeRIODICITe_DE_LA_MANIFESTATION;PReCISION_SUR_LA_PeRIODICITe;LABEL_TOURISME_HANDICAP;DUReE_DE_VISITE_POUR_LES_INDIVIDUELS;VISITES_LIBRES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON2;DUReE_DE_VISITE_POUR_LES_GROUPES;VISITES_PeDAGOGIQUES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;LANGUES_PARLeES;LANGUES_DES_AUDIO_GUIDES;HORAIRES_OUVERTURES;TARIFS_ANNeE_EN_COURS_PROPOSeS;TARIF_GRATUIT;MOYENS_DE_ReSERVATION_DIRECTE;CENTRALE_DE_ReSERVATION_EN_LIGNE;MOYENS_DE_ReSERVATION_EN_LIGNE;MODES_DE_PAIEMENT_ACCEPTeS;LOCALISATION;DEPARTEMENT
CINÉ-SPECTACLE : ARRÊTS SUR IMAGES;Cinéma;;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.04885;0.40063;;02 43 35 56 04;;;;;;;;;;;;;;;;;;;;;;;;04/06/2022||04/06/2022||22:15||23:00||||;;;;;;;48.04885,0.40063;Sarthe
CINÉMA;Cinéma;Quai des Arts;;;;72320;VIBRAYE;;;72373;48.0647461;0.72737015;;02 43 93 60 27;;;;;;;;;;;;;;;;;;;;;;;;11/07/2022||11/07/2022||15:00||||||;;;;;;Chèques bancaires et postaux,Espèces;48.0647461,0.72737015;Sarthe
CINÉMA;Cinéma;Quai des Arts;;;;72320;VIBRAYE;;;72373;48.0647461;0.72737015;;02 43 93 60 27;;;;;;;;;;;;;;;;;;;;;;;;13/06/2022||13/06/2022||20:30||||||;;;;;;Chèques bancaires et postaux,Espèces;48.0647461,0.72737015;Sarthe
CINÉMA;Cinéma;Quai des Arts;;;;72320;VIBRAYE;;;72373;48.0647461;0.72737015;;02 43 93 60 27;;;;;;;;;;;;;;;;;;;;;;;;16/05/2022||16/05/2022||20:30||||||;;;;;;Chèques bancaires et postaux,Espèces;48.0647461,0.72737015;Sarthe
CINÉMA DE PLEIN AIR;Cinéma;;;Rue de Buet;Base de loisirs de Brûlon;72350;BRULON;;;72050;47.967842;-0.230512;;;06 77 89 49 18;;basedepleinair@gmail.com;;;;;;;Ponctuel;;;;;;;;;;;;;;20/07/2022||20/07/2022||21:00||23:00||||;;oui;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.967842,-0.230512;Sarthe
CITE DES ARTS;Exposition;;Les Quinconces;4, Place des Jacobins;;72000;LE MANS;;;72181;48.0079777;0.20031275;;;;;contact@pulsart-lemans.com;http://pulsart-lemans.blogspot.fr/;Facebook||https://www.facebook.com/pulsartlemans/?fref=ts;;;;;Annuel;Le temps fort du Puls'Art a lieu tous les ans durant le week-end de l'Ascension;;;oui;non;non;oui;oui;non;2 h;;Français;;26/05/2022||29/05/2022||||||||;;oui;;;;Chèques bancaires et postaux;48.0079777,0.20031275;Sarthe
CONCERT;Concert;Salle communale;;;;72160;DUNEAU;;;72122;48.06923;0.51874;;;06 86 40 99 19;;;;;;;;;;;;;;;;;;;;;;;17/09/2022||17/09/2022||20:30||||||;;;;;;;48.06923,0.51874;Sarthe
CONCERT DE CHANT;Concert;Salle Beauregard, Cherré;;;;72400;CHERRE-AU;;;72080;48.17135;0.66331;;06 63 33 35 19;;;;;;;;;;;;;;;;;;;;;;;;26/06/2022||26/06/2022||16:00||||||;;;;;;;48.17135,0.66331;Sarthe
CONCERT DE JAZZ;Concert;Eglise;;;;72440;SAINT-MARS-DE-LOCQUENAY;;;72298;47.928165;0.48228199;;;;;patlebeugle@orange.fr;;;;;;;;;;;;;;;;;;;;;24/06/2022||24/06/2022||21:00||||||;;;;;;;47.928165,0.48228199;Sarthe
CONCOURS DE BELOTE;Stages-Atelier-Jeux;Salle des fêtes;;;;72390;LAVARE;;;72158;48.0505002;0.63659171;;02 44 53 11 20;;;;;;;;;;;;;;;;;;;;;;;;19/10/2022||19/10/2022||14:00||||||;;;;;;;48.0505002,0.63659171;Sarthe
CONFERENCE PATRIMOINE - L’HISTOIRE DE L’ABBAYE ROYALE DE L’ÉPAU RACONTÉE PAR L’ARCHÉOLOGIE;Conférence;;Abbaye Royale de l'Epau;Route de Changé;;72530;YVRE L'EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/départ.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/conferences;Facebook||https://fr-fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;16/06/2022||16/06/2022||19:00||20:30||||;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10-17 ans;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.9839581,0.2506153;Sarthe
CONFÉRENCE QUI ÉTAIT LAFAYETTE?;Conférence;;;;;72320;SAINT-JEAN-DES-ECHELLES;;;72292;48.12927;0.71283;;;;;;;;;;;;;;;;;;;;;;;;;;29/04/2022||29/04/2022||20:30||||||;;;;;;;48.12927,0.71283;Sarthe
COURS DE CUISINE : ATELIER ENTREMETS MOUSSE;Stages-Atelier-Jeux;;;24 Rue Principale;;72350;VIRE-EN-CHAMPAGNE;;;72379;47.9843953;-0.2880812;;;670542298;;fourmontlouise@gmail.com;;;;;;;;A noter que pour une raison écologique « c’est meilleur pour notre planète », prévoyez 2 à 3 boites hermétiques  pour emporter vos productions ainsi que votre tablier  lors de votre cours de cuisine!;;;;;;;;;;;;;19/07/2022||19/07/2022||09:15||12:15||||;Tarif indiv. adulte||35,00||35,00||;non;;;;;47.9843953,-0.2880812;Sarthe
COURS DE CUISINE : ATELIER FRAISIER;Stages-Atelier-Jeux;;;24 Rue Principale;;72350;VIRE-EN-CHAMPAGNE;;;72379;47.9843953;-0.2880812;;;670542298;;fourmontlouise@gmail.com;;;;;;;;A noter que pour une raison écologique « c’est meilleur pour notre planète », prévoyez 2 à 3 boites hermétiques  pour emporter vos productions ainsi que votre tablier  lors de votre cours de cuisine!;;;;;;;;;;;;;31/05/2022||31/05/2022||09:15||12:15||||;Tarif indiv. adulte||35,00||35,00||;non;;;;;47.9843953,-0.2880812;Sarthe
COURSE CYCLISTE;Manifestation sportive;Au niveau de l'école;;;;72390;SEMUR-EN-VALLON;;;72333;48.0237006;0.65365897;;;;;;;;;;;;;;;;;;;;;;;;;;01/10/2022||01/10/2022||||||||;;;;;;;48.0237006,0.65365897;Sarthe
COURSE DE VÉLO;Manifestation sportive;;;;;72400;LA CHAPELLE-DU-BOIS;;;72062;48.22096;0.59282;;;;;;https://fr-fr.facebook.com/patriotebonnetable/;;;;;;;;;;;;;;;;;;;;17/09/2022||17/09/2022||13:00||18:00||||;;;;;;;48.22096,0.59282;Sarthe
CSO ET DERBY CROSS;Manifestation sportive;;Mamers Équitation;Rue verte;;72600;MAMERS;;;72180;48.3583888;0.3675193;;;06 78 86 41 17;;;https://www.facebook.com/Mamers-Equitation-101148455184738/;;;;;;;;;;;;;;;;;;;;01/05/2022||01/05/2022||09:00||17:00||||;;oui;;;;;48.3583888,0.3675193;Sarthe
DANIEL GUICHARD (REPORTÉ);Concert;;Palais des Congrès et de la Culture;Rue d'Arcole;;72000;LE MANS;;;72181;48.0008927;0.19206612;;;;;officedetourisme@lemans-tourisme.com;https://www.lemans-tourisme.com;;;;;;Ponctuel;;;;;;;;;;;;;;18/02/2023||18/02/2023||20:00||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;48.0008927,0.19206612;Sarthe
DANS CE MONDE;Danse (spectacle);Les Quinconces et L'Espal;L'Espal;60 rue de l'Esterel;;72000;LE MANS;;;72181;47.995232;0.2327775;;02 43 50 21 50;;;;https://www.quinconces-espal.com/la-saison/dans-ce-monde;;;;;;;;;;;;;;;;;;;;27/04/2022||27/04/2022||19:00||20:00||||;;non;;;;;47.995232,0.2327775;Sarthe
DEBOUT SUR LE ZINC + TON ZINC;Concert;;Salle Jean Carmet;5 Boulevard d'Anjou;;72700;ALLONNES;;;72003;47.96702;0.16081;;;;;;https://superforma.fr/agenda/debout-sur-le-zinc-ton-zinc;Facebook||https://www.facebook.com/hellosuperforma;;;;;Ponctuel;;;;;;;;;;;;;;02/06/2022||02/06/2022||20:30||23:30||||;Tarif indiv. adulte||15,00||21,00||;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.96702,0.16081;Sarthe
DUO DE MOTS, LECTURE A VOIX HAUTE POUR ADULTES;Contes et lectures;;Médiathèque Louise Michel;60, avenue Charles de Gaulle;;72700;ALLONNES;;;72003;47.9677633;0.16054136;;02 43 80 52 07;;;;;;;;;;Mensuel;;;;;;;;;;;;Français;;07/05/2022||07/05/2022||10:30||12:00||||;;oui;;;;;47.9677633,0.16054136;Sarthe
DUO ORGUE  ET VIOLON;Concert;Eglise Notre Dame des Marais;Place Carnot;;;72400;LA FERTE-BERNARD;;;72132;48.1827582;0.6496318;;02 43 71 46 46;;;;;;;;;;;;;;;;;;;;;;;;02/06/2022||02/06/2022||20:00||||||;;non;;;;;48.1827582,0.6496318;Sarthe
ENTRE COURS ET JARDINS;Fêtes populaires;;Cité Plantagenêt;1 place Saint-Michel;;72000;LE MANS;;;72181;48.0085527;0.19679309;;02 43 47 40 30;;;entrecoursetjardins@orange.fr;http://www.entrecoursetjardins.com;Facebook||https://www.facebook.com/EntreCoursEtJardins;https://www.youtube.com/watch?v=7LfD1PUHqQY;;;"édition 2015<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";Annuel;;;;;;;;;;;;;;17/09/2022||18/09/2022||10:00||18:00||||;"Tarif indiv. adulte||||||Certains jardins secrets nécessitent l'achat d'un pass à 5€.;Gratuit pour les - 15 ans.;Disponible à l'Office de Tourisme ou à la Maison du Pilier-Rouge.";;;;;;48.0085527,0.19679309;Sarthe
EXPOSITION FAUNE SAUVAGE;Exposition;;Dans la grande salle;Lieu-dit Domaine du Gasseau;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3599004;-0.0775072;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Annuel;;;;oui;;;;oui;;;;;;01/07/2022||31/08/2022||||||Ouvert du mardi au dimanche de 14h à 19h.||;;oui;;;;;48.3599004,-0.0775072;Sarthe
EXPOSITION DE MICHEL GUÉRARD PRÉSENCES;Exposition;;Espace Saugonna;2, rue de la Gare;;72600;MAMERS;;;72180;48.3471248;0.36421846;;02 43 33 77 90;;;saugonna@mainesaosnois.fr;https://michel-guerard.jimdofree.com/;;;;;;;;;;;;;;;;;;;;06/04/2022||27/04/2022||||||||;;oui;;;;;48.3471248,0.36421846;Sarthe
EXPOSITION DE PEINTURES ET SCULPTURES;Exposition;Salle Michel Berger;;;;72460;SAVIGNE-L'EVEQUE;;;72329;48.0772223;0.2981889;;02 44 81 10 41;;;;;;;;;;;;;;;;;;;;;;;;01/12/2022||04/12/2022||||||||;;;;;;;48.0772223,0.2981889;Sarthe
EXPOSITION  MANOIRS MÉDIÉVAUX DU MAINE »;Exposition;;;6 Rue du Temple;;72430;ASNIERES-SUR-VEGRE;;;72010;47.88864;-0.23576;;02 43 95 17 12;;;contact@lemanoirdelacour.fr;http://www.lemanoirdelacour.fr/;Facebook||https://www.facebook.com/manoirdelacour,Instagram||https://www.instagram.com/manoir_de_la_cour/;;;;;;;;;oui;oui;oui;oui;oui;oui;;;Français;;18/06/2022||06/11/2022||14:00||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.88864,-0.23576;Sarthe
FETE DU PAIN ET DES CEREALES;Fêtes populaires;;Maison de la prairie;Arche de la Nature;;72530;YVRE-L'EVEQUE;;;72386;47.9975296;0.25494907;;02 43 47 40 00;;;archedelanature@lemans.fr;http://www.arche-nature.fr;Facebook||https://www.facebook.com/archedelanature;;;;;Annuel;Maison de la Prairie, de 14h à 18h;;;oui;non;non;non;oui;non;;non;;;15/05/2022||15/05/2022||14:00||18:00||||;;oui;;;;;47.9975296,0.25494907;Sarthe
FEU D'ARTIFICE;Feux d'artifice;;;La Planchette;;72460;SAVIGNE-L'EVEQUE;;;72329;48.072588;0.28541868;;02 43 27 50 28;;;;;;;;;;;;;;;;;;;;;;;;13/07/2022||13/07/2022||||||||;;;;;;;48.072588,0.28541868;Sarthe
FEU D'ARTIFICE;Feux d'artifice;Bourg et terrain de moto;;;;72110;TORCE-EN-VALLEE;;;72359;48.1344;0.39787;;;07 87 60 63 52;;;;;;;;;;;;;;;;;;;;;;;13/07/2022||13/07/2022||||||||;;;;;;;48.1344,0.39787;Sarthe
FEU D'ARTIFICE;Feux d'artifice;espace du Pont-Romain;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0461642;0.41789206;;02 43 54 06 06;;;;;;;;;;;;;;;;;;;;;;;;13/07/2022||13/07/2022||||||||;;;;;;;48.0461642,0.41789206;Sarthe
FÊTE DE L'ORGUE 2022;Concert;;Eglise Notre-Dame de l'Assomption;2 Rue Théophile Plé;;72300;SABLE-SUR-SARTHE;;;72264;47.8387419;-0.3304421;;243950060;;;info@valleedelasarthe.fr;;;;;;;;;;;;;;;;;;;;;15/07/2022||15/07/2022||20:30||22:00||||,16/07/2022||16/07/2022||17:00||18:30||||,23/07/2022||23/07/2022||20:30||22:00||||,24/07/2022||24/07/2022||17:00||18:30||||;"Tarif indiv. adulte||15,00||15,00||15 € le concert, possibilité de forfait pour les 4 concerts :(45 € pour les non-membres, 25 € pour les membres de l’association, à jour de ;leur cotisation 2022, sur présentation de la carte de ;membre et d’une pièce d’identité),Tarif indiv. enfant||5,00||5,00||moins de 16 ans";;;;;;47.8387419,-0.3304421;Sarthe
FÊTE DE LA MOISSON;Fêtes populaires;La Muserie;;;;72320;VALENNES;;;72366;47.998752;0.816896;;;;;daguenet.jean-michel@orange.fr;;;;;;;;;;;;;;;;;;;;;14/08/2022||14/08/2022||10:00||18:00||||;;;;;;;47.998752,0.816896;Sarthe
FÊTE DE LA MUSIQUE;Concert;;Place devant l'auberge de la tour;;;72110;BEAUFAY;;;72026;48.14717;0.36301;;;;;harmoniebeaufay72@gmail.com;;Facebook||https://www.facebook.com/Harmonie-de-Beaufay-147584521561;;;;;;;;;;;;;;;;;;;17/06/2022||17/06/2022||||||||;;;;;;;48.14717,0.36301;Sarthe
FÊTE DE LA MUSIQUE;Concert;;;;;72460;SAVIGNE-L'EVEQUE;;;72329;48.076935;0.300514;;02.43.27.50.28;;;;;;;;;;;;;;;;;;;;;;;;17/06/2022||17/06/2022||||||||;;;;;;;48.076935,0.300514;Sarthe
FÊTE DE LA NATURE;Sortie nature / environnement;;;LE BOURG;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3521565;-0.0771507;;;06 74 92 38 36;;;https://www.lesamisdesaintleonard.org/;Facebook||https://www.facebook.com/Les-amis-de-saint-l%C3%A9onard-409464282407655/?fref=ts;;;;;Annuel;;;;;;;;;;;;;;05/06/2022||05/06/2022||10:00||18:00||||;;oui;M. BOUTON||06 74 92 38 36||boutonjacky@hotmail.fr;;;;48.3521565,-0.0771507;Sarthe
FÊTE DES DRILLES;Cirque;;Chapiteau Mimulus;Avenue de la Gare;;72130;FRESNAY-SUR-SARTHE;;;72138;48.2807177;0.02947457;;;;;administation-mimulus@orange.fr;https://www.mimulus.fr/;Facebook||https://www.facebook.com/cirquemimulus;;;;;Annuel;;;;;;;;;;;;;;18/06/2022||18/06/2022||11:00||||||;Tarif indiv. adulte||3,00||||Tarif unique, gratuit pour les familles des élèves;non;École de Cirque Mimulus||06 12 69 84 51||administration-mimulus@orange.fr;;;;48.2807177,0.02947457;Sarthe
INSTABLE ~ LES HOMMES PENCHÉS;Spectacle;Les Tourettes;;;;72300;PARCE-SUR-SARTHE;;;72228;47.83807;-0.20001;;02 43 62 22 22;;;billetterie@lentracte-sable.fr;www.lentracte-sable.fr;;;;;;;;;;;;;;;;;;;;14/05/2022||14/05/2022||18:30||||||;;oui;;;;;47.83807,-0.20001;Sarthe
JOURNEES EUROPEENNES DE L'ARCHEOLOGIE;Manifestation Nationale;;;6 Rue du Temple;;72430;ASNIERES-SUR-VEGRE;;;72010;47.88864;-0.23576;;02 43 95 17 12;;;contact@lemanoirdelacour.fr;http://www.lemanoirdelacour.fr/;Facebook||https://www.facebook.com/manoirdelacour,Instagram||https://www.instagram.com/manoir_de_la_cour/;;;;;Annuel;;;;oui;;oui;oui;oui;oui;;oui;Français,Anglais;;18/06/2022||18/06/2022||14:00||18:30||||,19/06/2022||19/06/2022||10:30||18:30||||;Tarif indiv. adulte||2,00||||,Tarif indiv. enfant||||||Gratuit - 18 ans;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.88864,-0.23576;Sarthe
JÉRÉMY FERRARI;Spectacle;;Palais des Congrès;Rue d'Arcole;;72000;LE MANS;;;72181;48.001282;0.19206069;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;09/02/2023||09/02/2023||20:00||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;48.001282,0.19206069;Sarthe
JÉRÔME COMMANDEUR;Spectacle;;Palais des Congrès;rue d'Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;29/04/2022||29/04/2022||20:00||||||;;non;;oui;||https://www.lemans-evenements.fr/evenement/jerome-commandeur-toujours-en-douceur/||||||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;48.0007657,0.19202859;Sarthe
LA MACRO DU JARDIN;Exposition;;MPT Jean Moulin;Rue Robert Collet;;72100;LE MANS;;;72181;47.9759;0.22074;;;;;;;Facebook||https://www.facebook.com/jeanmoulin.lemans;;;;;Ponctuel;Exposition dans le cadre du Troc Champêtre du 30 avril de 14h à17h;;;;;;;;;;;Français;;19/04/2022||30/04/2022||09:00||18:00||||;;oui;;;;;47.9759,0.22074;Sarthe
LA ROGER LEGEAY - RANDONNÉE VTT ET PÉDESTRE;Randonnée;;salle polyvalente;;;72110;BEAUFAY;;;72026;48.146652;0.363191;;;;;;;;;;;;Annuel;;;;;;;;;;;;;;16/10/2022||16/10/2022||||||||;;;;;;;48.146652,0.363191;Sarthe
LA VILLE AU TEMPS DES BOLLÉE;Visites et sorties à thèmes;;Maison du Pilier-Rouge;43 Grande Rue;;72000;LE MANS;;;72181;48.00836;0.19683;;;;;;;;;;;;;;;;;;oui;;;;;;Français;;21/05/2022||21/05/2022||15:00||||||;"Tarif indiv. adulte||4,00||6,00||réduit : enfants de 6 à 12 ans, étudiants ;demandeurs d'emploi, personnes handicapées, ;adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et ;guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.00836,0.19683;Sarthe
LE STADE (ANCIENNEMENT MMARENA);Visites et sorties à thèmes;;MMArena;chemin aux boeufs;;72000;LE MANS;;;72181;47.9548796;0.2202229;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;18/05/2022||18/05/2022||15:00||||||;"Tarif indiv. adulte||7,00||9,00||réduit : enfants de 6 à 12 ans, étudiants ;demandeurs d'emploi, personnes handicapées, ;adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et ;guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.9548796,0.2202229;Sarthe
LEA CREVON;Spectacle;;Cabaret Café-Théâtre Le Pâtis;38-40 Rue d'Eichthal;;72000;LE MANS;;;72181;47.9999606;0.1848751;;02 43 87 75 72;;;cabaretlepatis@orange.fr;www.cabaretlepatis.com;;;;;;;;;;;;;;;;;;Français;;20/05/2022||20/05/2022||20:30||||||,22/05/2022||22/05/2022||15:00||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;47.9999606,0.1848751;Sarthe
LES INSECTES POLLINISATEURS : SOURCE DE VIE;Sortie nature / environnement;Mairie;3 Place Maxime Boisseau;;;72600;NEUFCHATEL-EN-SAOSNOIS;;;72215;48.37609;0.24506;;02 33 81 13 33;;;;;;;;;;;;;;;;;;;;;;;;07/05/2022||07/05/2022||14:00||16:30||||;;;Maison du Parc||0233811333||;;;;48.37609,0.24506;Sarthe
LES JEUDIS PHILO;Conférence;;Médiathèque Louis-Aragon;54 Rue du Port;;72000;LE MANS;;;72181;48.00272;0.19322;;;;;;;;;;;;;;;;;;;;;;;;;;28/04/2022||28/04/2022||18:00||||||;;oui;;;;;48.00272,0.19322;Sarthe
LIKE A BLOOM;Concert;Les Quinconces et L'Espal;Théâtre des Quinconces;4 Place des Jacobins;;72000;LE MANS;;;72181;48.0080743;0.2005444;;02 43 50 21 50;;;;https://www.quinconces-espal.com/la-saison/like-a-bloom;;;;;;;;;;;;;;;;;;;;01/07/2022||01/07/2022||20:00||21:30||||;;oui;;;;;48.0080743,0.2005444;Sarthe
LOUP Y ES-TU ?;Conférence;Salle de conférence;Crédit Agricole de l’Anjou et du Maine;48 Place de la République;;72000;LE MANS;;;72181;48.0045;0.19732;;;;;;;;;;;;;;;;;;;;;;;;;;12/05/2022||12/05/2022||16:00||18:00||||;;oui;;;;;48.0045,0.19732;Sarthe
MARCHE GOURMANDE;Randonnée;;;;;72440;SAINT-MICHEL-DE-CHAVAIGNES;;;72303;48.01887;0.56999;;;06 03 10 02 53;;;;;;;;;;;;;;;;;;;;;;;18/06/2022||18/06/2022||||||||;;;;;;;48.01887,0.56999;Sarthe
MARCHÉ AUX FLEURS ET DU TERROIR;Marché;;;;;72130;SOUGE-LE-GANELON;;;72337;48.31797;-0.03005;;;;;;;;;;;;Annuel;;;;;;;;;;;;;;30/04/2022||30/04/2022||08:00||18:00||||;;oui;;;;;48.31797,-0.03005;Sarthe
MARCHÉ DE NOËL DU SIVOS;Animations de Noël;école;;;;72370;NUILLE-LE-JALAIS;;;72224;48.018943;0.479944;;;06 46 82 06 67;;;;;;;;;;;;;;;;;;;;;;;03/12/2022||03/12/2022||17:00||||||;;;;;;;48.018943,0.479944;Sarthe
MARCHÉ DES MAILLETS - LE MANS;Marché;;;Route de Bonnétable;;72000;LE MANS;;;72181;48.0172741;0.21775409;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2017||31/12/2022||||||||;;oui;;;;;48.0172741,0.21775409;Sarthe
PAPILLONS DE JOUR ET LIBELLULES;Sortie nature / environnement;Espace Naturel Sensible des Ajeux;;;;72400;LA FERTE-BERNARD;;;72132;48.16611;0.64251;;02 43 71 21 21;;;;;;;;;;;;;;;;;;;;;;;;25/06/2022||25/06/2022||14:00||18:00||||;;;;;;;48.16611,0.64251;Sarthe
RANDONNÉE COMMENTÉE EN CANOË;Randonnée;Pont Romain;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0482299;0.419952;;02 43 60 72 77;;;perche-sarthois@orange.fr;http://www.perche-sarthois.fr/;Facebook||https://www.facebook.com/perchesarthois;;;;;Ponctuel;;;;;;;;;;;;;;28/05/2022||28/05/2022||13:30||||||;;oui;Pays du Perche Sarthois||02 43 60 72 77||perche-sarthois@orange.fr;;;;48.0482299,0.419952;Sarthe
RANDONNÉE GOURMANDE;Randonnée;Salle Cérès;;;;72110;TORCE-EN-VALLEE;;;72359;48.133227;0.39698;;;;;;;;;;;;;;;;;;;;;;;;;;26/06/2022||26/06/2022||||||||;;;;;;;48.133227,0.39698;Sarthe
RENC'ART À MONOD #2;Exposition;;Parc Théodore Monod;Rue Marceau;;72000;LE MANS;;;72181;48.01034;0.17969;;02 43 47 43 17;;;jeunes.createurs@lemans.fr;https://www.lemans.fr/rencart/;;;;;;;;;;;;;;;;;;Français;;21/03/2022||14/05/2022||14:00||18:00||Exposition au parc monod et en ligne||;;;;;;;48.01034,0.17969;Sarthe
RENCONTRE AVEC LES AUTEURS DE NOTRE RÉGION;;;;Lieu-dit Domaine du Gasseau;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3602587;-0.0779659;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Ponctuel;;;;;;;;;;;;;;15/05/2022||15/05/2022||14:00||18:00||||;;oui;;;;;48.3602587,-0.0779659;Sarthe
RENDEZ-VOUS AUX JARDINS;Sortie nature / environnement;;Abbaye Royale de l'Epau;Route de Changé;;72530;YVRE-L'EVEQUE;;;72386;47.9839581;0.2506153;Transport en commun||||,Route (nationale/départ.)||||,Autoroute||||,Gare SNCF||||;;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/;Facebook||https://fr-fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;04/06/2022||05/06/2022||11:00||18:00||||,04/06/2022||04/06/2022||11:00||18:00||||,05/06/2022||05/06/2022||11:00||18:00||||;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10-17 ans;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.9839581,0.2506153;Sarthe
RETOUR SUR L’ÉTUDE DES FRESQUES DE L’ABBAYE ROYALE DE L’ÉPAU;Conférence;;Abbaye Royale de l'Epau;Route de Changé;;72530;YVRE L'EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/départ.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/conferences;Facebook||https://fr-fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;20/10/2022||20/10/2022||19:00||20:30||||;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10-17 ans;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.9839581,0.2506153;Sarthe
