nom_offre_touristique;type_offre;adresse1;adresse1suite;adresse2;adresse3;code_postal;bureau_distributeur;commune;cedex;code_insee;latitude;longitude;situation_offre;n_mobile;n_fixe;n_fax;email;url_web;url_video;code_embed;type_url;widget_tripadvisor;secteur_activite;labels;label_tourisme_handicap;animal_accepte;information_animal;groupe_accepte;nombre_personnes_max;nombre_personnes_min;langues_acceuil;appellation_vins;degustations_gratuites;salle_equipee;vente_propriete;duree_visite_individuels;duree_visite_groupes;visites_guidees_groupes_permanence;visites_guidees_groupes_sur_demande;visites_libres_groupes_permanence;visites_pedagogiques_groupes_permanence;visites_guidees_individuels_permanence;visites_guidees_individuels_sur_demande;langue_parlee_visites;visites_libres_individuels_permanence;offres_proposees;ouvert_toute_annee;horaires_ouvertures;moyen_reservation_directe;moyen_reservation_en_ligne;centrale_reservation_en_ligne;tarif_gratuit;tarif;modes_paiement;localisation;departement
GAEC FERME DE LA FONTAINE DU FEU;"Laine;Produits apicoles;Produits cidricoles / Jus de fruit;Viande;Volailles / Oeufs";;;;La Fontaine du Feu;72550;;CHAUFOUR-NOTRE-DAME;;72073;48.0424481;0.09866183;;687068715;02 43 88 81 16;;lafontainedufeu@gmail.com;http://www.fermedelafontainedufeu.fr/;;;Facebook||http://www.facebook.com/pages/La-Fontaine-du-Feu/502036729815417;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;non;;oui;60;15;"Anglais;Français";;non;non;oui;;;;oui;non;non;non;non;"Français;Anglais";non;"Proposition clientèle||DEG878000802;Proposition clientèle||DEGPDL072V5001ET";oui;;;;;oui;;"Chèques bancaires et postaux;Espèces";48.0424481,0.09866183;Sarthe
DOMAINE LELAIS;Vins;;;41 route de Poncé;Ruillé sur Loir;72340;;LOIR EN VALLÉE;;72262;47.7563028;0.64347264;"Autoroute||||40;Gare SNCF||||45";;02 43 79 09 59;;vins@domainelelais.com;http://www.domainelelais.com;https://www.youtube.com/watch?v=7QBnOBmWmiY;;;;"Loisirs et activités;Viticulture";"Bienvenue à la Ferme;Caves touristiques excellence;Caves touristiques vignoble de Loire;Vignobles et découvertes";;oui;;oui;70;10;"Anglais;Français";"Coteaux du Loir;Jasnières";oui;oui;oui;30 mn;1h30;oui;oui;non;oui;non;non;"Français;Anglais";oui;;oui;"01/01/2022||28/02/2022||ouvert du lundi au samedi||Fermé dimanches et jours fériés||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||||||||;01/03/2022||31/10/2022||Ouvert les jours fériés||||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||10:00||12:00||15:00||18:00;01/11/2022||31/12/2022||ouvert du lundi au samedi||fermé les dimanches et jours fériés||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||09:00||12:00||14:00||18:00||||||||";;;;oui;"Tarif groupe adulte||3,00||5,00||LE TARIF INCLUT:;-VISITE DE LA CAVE TROGLODYTE;-VISITE DU CHAI;-DEGUSTATION COMMENTEE DES VINS;-TOASTS DE RILLETTE;- DUREE: 1H30;";"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.7563028,0.64347264;Sarthe
LE DECOR SUZERAIN;"Laine;Textile / Habillement / Chaussure";;;3, rue Germain Laporte;;72210;;LA SUZE-SUR-SARTHE;;72346;47.8901716;0.02656639;Gare routière||gare de la Suze sur Sarthe||0,3;;02 43 28 83 20;;delion.cn@gmail.com;https://www.tapissier-ledecorsuzerain.fr/;;;"Facebook||https://www.facebook.com/LE-DECOR-Suzerain-663241884064973;Instagram||https://www.instagram.com/le_decor_suzerain/";;Artisanat / Art;"Métiers d'art;Visitez nos entreprises";;oui;;oui;5;;"Anglais;Français";;;;;1 h;1 h;oui;oui;;;oui;oui;"Français;Anglais";oui;;oui;01/01/2022||31/12/2022||possibilité sur RDV en dehors des horaires||Fermé dimanche et lundi||||||||||09:30||12:00||14:30||18:00||09:30||12:00||14:30||18:00||09:30||12:00||14:30||18:00||09:30||12:00||14:30||18:00||09:30||12:00||14:30||18:00||||||||;;;;oui;;Chèques bancaires et postaux;47.8901716,0.02656639;Sarthe
ATELIER DU PARC POILE;Peinture;;;;Le Parc Poilé;72260;;MONCE-EN-SAOSNOIS;;72201;48.2752399;0.389859;Gare SNCF||le mans||40;614027714;;;corinne.gelebert@orange.fr;;;;;;Artisanat / Art;;;oui;;oui;15;;;;;non;non;;;;oui;oui;non;;oui;;oui;;non;||||sur RV||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;48.2752399,0.389859;Sarthe
MOUSSE ET CHOCOLAT;"Biscuit;Confiserie / chocolat;Produits du terroir (boutique)";;;75 avenue Jean Jaurès;Château du Loir;72500;;MONTVAL-SUR-LOIR;;72071;47.6889918;0.4154879;Gare SNCF||||0,5;675511600;;;laurence.frouin@sfr.fr;http://www.mousse-et-chocolat.com;;;"Facebook||https://www.facebook.com/mousse.et.chocolat/;#Google+||https://www.google.fr/search?q=mousse-et-chocolat+chateau+du+loir&ie=utf-8&oe=utf-8&channel=fs&gws_rd=cr,ssl&ei=1CjBWLHGM6rLgAaXjJmADQ;Instagram||https://www.instagram.com/mousse_et_chocolat/?hl=fr";;;Welcome ! C’est beau ici !;;;;;;;"Anglais;Français";;oui;;;;;;;;;;;Français;;;oui;;;;;oui;;Cartes bancaires;47.6889918,0.4154879;Sarthe
LA JALUÈRE VENTE DIRECTE VIANDE DE PORC;Viande;;;;La Jaluère;72300;;JUIGNE-SUR-SARTHE;;72151;47.8912823;-0.2843546;"Gare SNCF||||10;Autoroute||||15;Halte fluviale||||5";615936806;02 43 95 80 96;;lajaluere@gmail.com;http://www.lajaluere.com/;;;Facebook||https://www.facebook.com/La-Jaluere-1180341348710946;;Agro-alimentaire;Bienvenue à la Ferme;;oui;les tenir en laisse;oui;50;2;Français;;oui;non;oui;30 mi;1h;oui;oui;non;oui;oui;oui;Français;non;;oui;01/01/2022||31/12/2022||Le jeudi et le vendredi de 9h à 12h et de 14h30 à 18h et le samedi de 8h30 à 12h30||||||||||||||||||||||||||||09:00||12:00||14:30||18:00||09:00||12:00||14:30||18:00||08:30||12:30||||||||||||;;;;oui;;Chèques bancaires et postaux;47.8912823,-0.2843546;Sarthe
L'ATELIER BERGAMOTE;Décoration d'intérieur;;;;18 Le Moulin de Contres;72600;;SAINT-REMY-DES-MONTS;;72316;48.3316766;0.37682041;Route (nationale/départ.)||D2||1,5;611728639;02 43 34 14 48;;catherine.adet@outlook.com;www.abatjourencouleurs.com;;;;;Artisanat / Art;;;oui;;;;;"Allemand;Anglais;Chinois;Français";;;;;;;;;;;;;;;;oui;;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";48.3316766,0.37682041;Sarthe
VINS GIGOU;Vins;;;4 rue des Caves;;72340;;La Chartre-sur-le-Loir;;72068;47.7273517;0.5850093;"Route (nationale/départ.)||D305||0;Autoroute||A28 (Ecommoy)||35;Aéroport/aérodrome||Le Mans et Tours||55;Gare SNCF||Château du loir||16";;02 43 44 48 72;;vins.gigou@wanadoo.fr;https://www.gigou-jasnieres.com/;;;"Facebook||https://www.facebook.com/pages/Domaine%20Gigou/780034862029714/;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g1067659-d3459687-Reviews-Gigou-La_Chartre_sur_le_Loir_Sarthe_Pays_de_la_Loire.html";;Viticulture;"Agriculture Biologique (AB);Caves touristiques vignoble de Loire;Vignobles et découvertes";;non;;oui;50;6;"Anglais;Français";"Coteaux du Loir;Jasnières";;oui;oui;45MN;2H;oui;oui;oui;oui;oui;oui;"Français;Anglais";oui;;oui;01/01/2022||31/12/2022||||||09:30||12:30||13:30||18:30||09:30||12:30||13:30||18:30||09:30||12:30||13:30||18:30||09:30||12:30||13:30||18:30||09:30||12:30||13:30||18:30||09:30||12:30||13:30||18:30||09:30||12:30||||;gigou ludovic||02 43 44 48 72||vins.gigou@wanado.fr;;;oui;;"Cartes bancaires;Chèques bancaires et postaux";47.7273517,0.5850093;Sarthe
BIDULE;"Jouet et jeu;Travail du bois";;;Le Glandail;;72500;;JUPILLES;;72153;47.7907757;0.41282968;"Route (nationale/départ.)||D338||6;Autoroute||A28 (Ecommoy)||15;Aéroport/aérodrome||Le Mans||35;Gare SNCF||Le Mans||35;Gare routière||Le Mans||35";;02 43 44 63 85;;bidule72500@yahoo.fr;http://jouetboisbidule.pagesperso-orange.fr;;;;;Artisanat / Art;;;oui;;oui;20;;"Anglais;Français";;non;;;;;oui;non;oui;oui;oui;non;Français;oui;;;"01/01/2022||30/06/2022||et jours fériés||||||||||||||||||||||||||||||||||||||||||||||||15:00||18:00||10:30||12:00||15:00||18:00;01/07/2022||31/08/2022||||||||||||||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00;01/09/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||15:00||18:00||10:30||12:00||15:00||18:00";HAUTREUX||02.43.44.63.85.||;||||||02.43.44.63.85.||;non;oui;;"Chèques bancaires et postaux;Espèces";47.7907757,0.41282968;Sarthe
FERME BRASSERIE BLOSSIER;"Bières;Produits cidricoles / Jus de fruit";;;La Basse Lande;;72170;;SEGRIE;;72332;48.2222131;-0.009051;Route (nationale/départ.)||||0;767686387;;;labasselande.brasserie@gmail.com;http://labasselande.fr;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;Français;;non;non;oui;;;non;non;non;non;non;non;Français;non;;non;;;;;oui;;"Chèques bancaires et postaux;Espèces";48.2222131,-0.009051;Sarthe
GOUTER A LA FERME AUX VERGERS DES QUANTIERES;"Fruits / légumes;Produits cidricoles / Jus de fruit";;;Les Basses Quantières;;72500;;CHENU;;72077;47.621183;0.342369;"Route (nationale/départ.)||||0,2;Autoroute||A28||6;Aéroport/aérodrome||Tours||45;Gare SNCF||||7";;02 43 46 01 62;02 43 46 05 26;lesquantieres@orange.fr;http://quantieres.blogspot.fr;"https://www.youtube.com/watch?v=NuOvrZEcypk&feature=share;http://youtu.be/V-ZdoftSKMM";"Tournage télématin avec France2 à la ferme des Quantières<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>;Tournge de l'AFP dans nos vergers par Aurélia Moussly<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;oui;tenus en laisse;oui;60;5;Anglais;;;oui;oui;1h;1 h;oui;oui;non;oui;oui;oui;"Français;Anglais";non;;oui;;;||||||02.43.46.01.62||lesquantieres@orange.fr;non;non;Tarif groupe adulte||||||tarif groupes;Chèques bancaires et postaux;47.621183,0.342369;Sarthe
FERME DE BEAUCHENE;Volailles / Oeufs;;;;;72220;;LAIGNE-EN-BELIN;;72155;47.877631;0.2272765;;;;;;;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.877631,0.2272765;Sarthe
EARL DES JERSIAISES - FROMAGE DE VACHE;"Fromage et produit laitier;Viande";;;;Claire Lande;72320;;BERFAY;;72032;48.0106348;0.750024;;;02 43 35 99 70;;claire-lande-bio@wanadoo.fr;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;Français;;;;oui;;;;;;;;;;;;oui;;;;;;;;48.0106348,0.750024;Sarthe
FERME DE COUBRIER - VIANDE DE BOEUF ET DE PORC;Viande;;;;Coubrier;72160;;THORIGNE-SUR-DUE;;72358;48.0462551;0.519761;;;02 43 89 91 70;;christinehonore@live.fr;;;;;;Agriculture / horticulture / Pêche;;;;;;;;Français;;;;oui;;;;;;;;;;;;oui;;MME HONORE||02 43 89 91 70||;;;;;;48.0462551,0.519761;Sarthe
SERRES DE BELLEVUE;"Fruits / légumes;Plantes et fleurs";;;;Espace Bellevue;72300;;SOLESMES;;72336;47.8461035;-0.3008747;;648685460;06 48 68 54 60;;serresdebellevuesolesmes@gmail.com;http://club.quomodo.com/serresdebellevue;;;"Facebook||https://www.facebook.com/carole.hode.9;Instagram||https://www.instagram.com/serresdebellevue/";;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||Horaires différents en fonction des saisons. Appeller avant de se déplacer pour connaître les horaires.||Fermé le mardi et le dimanche||10:00||12:00||14:00||17:00||||||||||10:00||12:00||14:00||17:00||10:00||12:00||14:00||17:00||10:00||12:00||14:00||17:00||10:00||12:00||14:00||17:00||||||||;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.8461035,-0.3008747;Sarthe
GUILLAUME VASSEUR - VIANDE DE PORC;Viande;;;;La Blottière;72390;;LAVARE;;72158;48.054;0.643544;;;02 43 71 30 67;;g.vasseur4040s@laposte.net;;;;;;Agriculture / horticulture / Pêche;;;;;;;;Français;;;;oui;;;;;;;;;;;;oui;;;;;;;;48.054,0.643544;Sarthe
LES CAPRINES FROMAGERES;Fromage et produit laitier;;;;La Champagne;72340;;MARCON;;72183;47.714473;0.50971;;;02 43 79 05 41;;;;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.714473,0.50971;Sarthe
FERME DE LA MANDINIÈRE - NOTRE BASSE COUR;"Elevage;Volailles / Oeufs";;;;la mandinière;72110;;BONNETABLE;;72039;48.206144;0.46677015;;680563789;;;benjamincabaret@yahoo.com;https://ferme-de-la-mandiniere.business.site/?utm_source=gmb&utm_medium=referral;;;Facebook||https://www.facebook.com/CabaretBenjaminOeufs/;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;||||||||||||||||||||||||||||||||||||||||||||||||10:00||13:00||||||||||||;;;;;;;48.206144,0.46677015;Sarthe
DOMAINE LE COCHON ZEBRÉ;"Produits cidricoles / Jus de fruit;Vins";;;;La Parerie;72340;;MARCON;;72183;47.703572;0.531666;;668563457;;;lecochonzebre@riseup.net;https://lecochonzebre.fr/;;;;;;Agriculture Biologique (AB);;;;;;;"Anglais;Français";;;;;;;;;;;;;"Français;Anglais";;;;;;;;;;"Chèques bancaires et postaux;Espèces";47.703572,0.531666;Sarthe
FROMAGES LUDOIS;Fromage et produit laitier;;;;Le Petit Paris;72800;;LE LUDE;;72176;47.6401173;0.1344414;;;02 43 94 67 54;;baptiste.pichon98@orange.fr;;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;47.6401173,0.1344414;Sarthe
MARIE TERRIER SIDIBE;"Fruits / légumes;Produits cidricoles / Jus de fruit;Volailles / Oeufs";;;;les Epineaux;72110;;SAINT-AIGNAN;;72265;48.2225654;0.3501548;;609079102;;;marieterrier.sidibe@sfr.fr;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;Français;;;;oui;;;;;;;;;;;;oui;;;;;;;;48.2225654,0.3501548;Sarthe
FERME DES JENVRIES;"Produits du terroir (boutique);Rillettes;Viande";;;;LES JENVRIES;72380;;SOUILLE;;72338;48.1219699;0.16020191;;681695558;;;saveursdesjenvries@gmail.com;www.saveursdesjenvries.fr/;;;Facebook||https://www.facebook.com/LesJenvries/;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;;;;;oui;;;;;;;;;;;;oui;;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";48.1219699,0.16020191;Sarthe
DE LA TERRE À L'ASSIETTE 72;"Bières;Confiture;Fromage et produit laitier;Fruits / légumes;Pain / Pâtisserie;Poisson;Produits apicoles;Produits cidricoles / Jus de fruit;Produits du terroir (boutique);Rillettes;Viande;Volailles / Oeufs";;;;Zone artisanale des Petites Forges;72380;;JOUE-L'ABBE;;72150;48.0948765;0.23836384;;;;;;;;;;;"Agriculture / horticulture / Pêche;Agro-alimentaire";;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;oui;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";48.0948765,0.23836384;Sarthe
BESSON - MARAICHER;Fruits / légumes;;;203 route des Landes;;72160;;CONNERRE;;72090;48.0477016;0.46620469;;;02 43 89 73 23;;;http://www.earldeschampsverts.fr/;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;Français;;;;oui;;;;;;;;;;;;oui;;;;;;;;48.0477016,0.46620469;Sarthe
TORREFACTEUR CAFES LUCOR;Produits du terroir (boutique);;;23 rue des Frères Chappes;;72200;;LA FLECHE;;72154;47.706589;-0.102854;;244546394;;;contact@lucor.fr;https://www.lescafeslucor.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||14:00||18:00||09:00||||||18:00||||||14:00||18:00||09:00||||||18:00||09:00||||||18:00||||||||||||||||;;;;;;;47.706589,-0.102854;Sarthe
TRADITION SARTHOISE;"Bières;Biscuit;Confiserie / chocolat;Confiture;Foie gras;Fruits / légumes;Produits cidricoles / Jus de fruit;Produits du terroir (boutique);Rillettes;Salaisons;Viande;Volailles / Oeufs";;;35 place de l'Eglise;;72560;;CHANGE;;72058;47.9866603;0.28221127;;;02 43 40 02 13;;mickael.doire@traditionsarthoise.fr;http://www.traditionsarthoise.fr/;;;;;"Agro-alimentaire;Artisanat / Art";;;;;;;;;"Anjou Blanc;Anjou Gamay;Anjou Rouge;Coteaux du Loir;Jasnières;Rosé d'Anjou;Rosé de Loire;Touraine";;non;non;;;;;;;;;Français;;;oui;;;;;oui;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Tickets Restaurant";47.9866603,0.28221127;Sarthe
ATELIER VINTAGE INDUS;;;;4 Rue Nationale;;72340;;LA CHARTRE-SUR-LE-LOIR;;72068;47.7285;0.57388;;681289325;;;jennyfer.busson123@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.7285,0.57388;Sarthe
M. CORBIN - PRODUCTEUR DE CORNICHONS;;;;Gagnerie;;72390;;DOLLON;;72118;48.0597137;0.5669854;;675709158;09 86 12 00 39;;;;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0597137,0.5669854;Sarthe
AU PRE DU BONHEUR;"Elevage;Fruits / légumes;Viande;Volailles / Oeufs";;;La Bruyère;;;;DOLLON;;72118;48.055769;0.5522755;;;02 43 82 39 39;;;;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.055769,0.5522755;Sarthe
RUEL LE TANDEM;"Bières;Biscuit;Fromage et produit laitier;Fruits / légumes;Produits du terroir (boutique);Viande;Volailles / Oeufs";;;Le Bois Faglin;Saint Mars sous Ballon;72290;;BALLON-SAINT MARS;;72023;48.17798;0.256453;;613690584;;;letandem.72@orange.fr;https://locavor.fr/166-locavor-saint-mars-sous-ballon;;;Facebook||https://www.facebook.com/Ruel-Le-Tandem-954762097938628/?ref=page_internal;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;oui;;;;;;;;;;;;oui;;;;;oui;;"Chèques bancaires et postaux;Espèces";48.17798,0.256453;Sarthe
FERME DE LA VANNERIE;"Fromage et produit laitier;Pain / Pâtisserie;Viande";;;Lieu-dit La Vannerie;;72290;;COURCEBOEUFS;;72099;48.1371596;0.29419247;;676264871;;;;https://www.facebook.com/ferme.delavannerie;;;;;Agriculture / horticulture / Pêche;"Agriculture Biologique (AB);Bienvenue à la Ferme";;;;;;;;;;;oui;;;;;;;;;;;;oui;;;;;oui;;;48.1371596,0.29419247;Sarthe
JULIEN GADOIS - FERRONNERIE;Métal;1, rue du Tramway;;;;72320;;GREEZ-SUR-ROC;;72144;48.1390988;0.79600705;;626050861;;;greezforge2009@hotmail.fr;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1390988,0.79600705;Sarthe
CLAUDE BERT - PEINTURE;Peinture;27 route des treize vents;;;;72120;;CONFLANS-SUR-ANILLE;;72087;47.945088;0.745677;;623747535;02 43 35 07 17;;rogerbert@orange.fr;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.945088,0.745677;Sarthe
ANNE DE CHAMPAGNE - PEINTURE;Peinture;4 chemin de la Teillerie;;;;72440;;BOULOIRE;;72042;47.973317;0.548873;;644197138;;;de.champagne.fierobe@gmail.com;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.973317,0.548873;Sarthe
L'ULPHACETTE - ÉPICERIE ASSOCIATIVE;"Fruits / légumes;Pain / Pâtisserie;Produits apicoles;Produits du terroir (boutique);Rillettes;Salaisons;Viande;Volailles / Oeufs";4, Grande Rue;;;;72320;;SAINT-ULPHACE;;72322;48.1592687;0.81807223;;;06 59 86 65 85;;ulphacette@gmail.com;https://www.facebook.com/L-Ulphacette-1668392226802655/;;;Facebook||https://www.facebook.com/L-Ulphacette-1668392226802655/;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;||||||||||||||||||||||||||||||||||||||||||||||||09:00||12:30||||||||||||;;;;;;;48.1592687,0.81807223;Sarthe
LA CHEVALERIE;Volailles / Oeufs;La Chevalerie;;;;72120;;MONTAILLE;;72204;47.93656;0.70116;;677026880;;;earl.delachevalerie@orange.fr;;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.93656,0.70116;Sarthe
JARDIN DES AULNES;Fruits / légumes;Les Aulnaies;;;;72320;;VALENNES;;72366;47.99943;0.81328;;630554544;;;rya@greenopie.fr;https://www.greenopie.fr;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.99943,0.81328;Sarthe
LE HARAS DE LA VALLÉE DES HAFLINGER;"Cosmétique;Viande";Lieu Dit la Gourdaine;;;;72550;;DEGRE;;72113;48.048463;0.067552;;673334416;;;;https://www.harasdelavalleedeshaflinger.com/;https://www.facebook.com/EQUALYAcosmetics/videos/1602348959783685/;;"Facebook||https://www.facebook.com/EQUALYAcosmetics/;Facebook||https://www.facebook.com/stephaniecosnet";;"Agriculture / horticulture / Pêche;Loisirs et activités";"Agriculture Biologique (AB);Bienvenue à la Ferme";;non;;;;;;;;;oui;;;;oui;;;;;Français;non;;non;;;;;;;;48.048463,0.067552;Sarthe
FERME DE LA METAIRIE;"Confiture;Fruits / légumes;Glace;Produits cidricoles / Jus de fruit";75, rue de la Foucaudière;;;;72100;;LE MANS;;72181;47.9735132;0.1908441;;;02 43 16 65 51;;ferme.metairie@wanadoo.fr;https://www.lafermedelametairie.fr/;;;;;Agro-alimentaire;;;non;;non;;;Français;;;;;;;;;;;;;Français;;;;01/12/2021||01/12/2022||Veuillez nous contacter avant de passer||||09:00||16:00||||||09:00||16:00||||||09:00||16:00||||||09:00||16:00||||||09:00||16:00||||||09:00||16:00||||||09:00||16:00||||;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.9735132,0.1908441;Sarthe
MIELS DE FLEURS DU PERCHE;Produits apicoles;Emporte le vent;;;;72400;;LA CHAPELLE-DU-BOIS;;72062;48.22096;0.59282;;636834578;06 72 70 46 16;;baziret.richard@orange.fr;;;;;;Agriculture / horticulture / Pêche;;;non;;non;;;"Anglais;Français";;non;oui;oui;;;;;;;;;"Français;Anglais";non;;non;;;;;non;;"Chèques bancaires et postaux;Espèces";48.22096,0.59282;Sarthe
MARITA D'ICI ET D'AILLEURS;"Bières;Biscuit;Confiserie / chocolat;Confiture;Epices / Condiment;Foie gras;Produits apicoles;Produits du terroir (boutique);Rillettes;Spiritueux;Vins";Epicerie fine;;13 rue de la Boule d'Or;;72800;;LE LUDE;;72176;47.6464894;0.157134;;;02.43.48.09.95;;marita.dicidailleurs@gmail.com;;;;;;Agro-alimentaire;;;non;;oui;12;;"Anglais;Français";"Coteaux du Loir;Jasnières;Muscadet";;oui;;;;;;;;;;"Français;Anglais";oui;;oui;;;;;oui;;"Cartes bancaires;Chèques bancaires et postaux";47.6464894,0.157134;Sarthe
LA BOUTIQUE DES METIERS D'ART;"Bijou;Céramique, faïence, émail;Maroquinerie;Sculpture;Travail du bois;Verre";;;1, place Pierre Désautels;Moulin à Couleurs;72270;;MALICORNE-SUR-SARTHE;;72179;47.8142198;-0.0897256;;771180766;;;4ademalicorne@gmail.com;https://www.4a-de-malicorne.fr/;;;"Facebook||https://www.facebook.com/4ademalicorne;Instagram||https://www.instagram.com/4ademalicorne/";;Artisanat / Art;;;oui;de petites tailles;oui;20;;"Anglais;Français";;;;;;;;;oui;;;;"Français;Anglais";oui;"Partenariat||FMAPDL072V50H8DV;Partenariat||FMAPDL072V50JZCS;Partenariat||FMAPDL072V50JZD3;Partenariat||FMAPDL072V50JZD5;Partenariat||FMAPDL072V50JZDK;Partenariat||FMAPDL072V50JZDN;Partenariat||FMAPDL072V50JZDQ;Partenariat||FMAPDL072V50JZDS;Partenariat||FMAPDL072V50JZDU";;"04/03/2022||30/04/2022||||Fermé lundi||||||||||||||||||||||||||||||||||||||14:00||18:30||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30;01/05/2022||30/06/2022||||Fermé le lundi||||||||||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30;01/07/2022||31/08/2022||ouvert tous les jours||||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30;01/09/2021||31/10/2022||||Fermé le lundi||||||||||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||||||14:00||18:30||10:00||12:00||14:00||18:30||10:00||12:00||14:00||18:30;01/11/2022||31/12/2022||||Fermé le lundi||||||||||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00";;;;oui;;;47.8142198,-0.0897256;Sarthe
ATELIER MONASTERE NOTRE DAME DE LA MERCI DIEU;;;;;;72380;;SAINT-JEAN-D'ASSE;;72290;48.1615492;0.14985366;;;02 43 25 25 49;;monastere@merci-dieu.com;www.merci-dieu.com;;;;;Artisanat / Art;;;non;;oui;25;;"Anglais;Français";;;non;oui;;30 mn;non;oui;non;oui;non;oui;"Français;Anglais";oui;;oui;||||Salle d'exposition||dimanche et jours fériés||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00||||||||;;;;oui;;Chèques bancaires et postaux;48.1615492,0.14985366;Sarthe
LOU FRANÇOIS-EUGÈNE - CÉRAMISTE;"Céramique, faïence, émail;Poterie";La Pucelle;;;;72110;;PREVELLES;;72246;48.152352;0.481916;;;07 52 48 76 35;;;;;;;;Artisanat / Art;;;oui;;oui;4;1;"Anglais;Espagnol;Français;Italien";;;;oui;;;;;;;;;"Français;Espagnol";non;Partenariat||DEG881000324;oui;;;;;oui;;;48.152352,0.481916;Sarthe
