nom_fete_ou_manifestation;categorie;adresse1;adresse1suite;adresse2;adresse3;code_postal;commune;bureau_distributeur;cedex;code_insee;latitude;longitude;point_acces_distance;n_fixe;n_mobile;n_fax;email;url_web;type_url;url_video;public_concerne_offre;widget_tripadvisor;code_embed;periodicite_manifestation;precision_periodicite;label_tourisme_handicap;duree_visite_individuels;visites_libres_individuels_permanence;visites_guidees_individuels_sur_demande;visites_guidees_individuels_permanence;visites_guidees_groupes_sur_demande;visites_guidees_groupes_permanence;visites_guidees_groupes_permanence_2;duree_visite_groupes;visites_pedagogiques_groupes_permanence;langues;langues_audio;horaires_ouvertures;tarifs_annee_proposes;tarif_gratuit;moyens_reservation_directe;centrale_reservation_en_ligne;moyens_reservation_en_ligne;modes_paiement;localisation;departement
FeTE DES DRILLES;Cirque;;Chapiteau Mimulus;Avenue de la Gare;;72130;FRESNAY_SUR_SARTHE;;;72138;48.2807177;0.02947457;;;;;administation_mimulus@orange.fr;https://www.mimulus.fr/;Facebook||https://www.facebook.com/cirquemimulus;;;;;Annuel;;;;;;;;;;;;;;;Tarif indiv. adulte||3,00||||Tarif unique, gratuit pour les familles des eleves;non;ecole de Cirque Mimulus||06 12 69 84 51||administration_mimulus@orange.fr;;;;48.2807177,0.02947457;Sarthe
INSTABLE ~ LES HOMMES PENCHeS;Spectacle;Les Tourettes;;;;72300;PARCE_SUR_SARTHE;;;72228;47.83807;_0.20001;;02 43 62 22 22;;;billetterie@lentracte_sable.fr;www.lentracte_sable.fr;;;;;;;;;;;;;;;;;;;;;;oui;;;;;47.83807,_0.20001;Sarthe
JOURNEES EUROPEENNES DE _ARCHEOLOGIE;Manifestation Nationale;;;6 Rue du Temple;;72430;ASNIERES_SUR_VEGRE;;;72010;47.88864;_0.23576;;02 43 95 17 12;;;contact@lemanoirdelacour.fr;http://www.lemanoirdelacour.fr/;Facebook||https://www.facebook.com/manoirdelacour,Instagram||https://www.instagram.com/manoir_de_la_cour/;;;;;Annuel;;;;oui;;oui;oui;oui;oui;;oui;Français,Anglais;;;Tarif indiv. adulte||2,00||||,Tarif indiv. enfant||||||Gratuit _ 18 ans;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.88864,_0.23576;Sarthe
JeReMY FERRARI;Spectacle;;Palais des Congres;Rue _Arcole;;72000;LE MANS;;;72181;48.001282;0.19206069;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.001282,0.19206069;Sarthe
JeRÔME COMMANDEUR;Spectacle;;Palais des Congres;rue _Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;oui;||https://www.lemans_evenements.fr/evenement/jerome_commandeur_toujours_en_douceur/||||||;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.0007657,0.19202859;Sarthe
LA MACRO DU JARDIN;Exposition;;MPT Jean Moulin;Rue Robert Collet;;72100;LE MANS;;;72181;47.9759;0.22074;;;;;;;Facebook||https://www.facebook.com/jeanmoulin.lemans;;;;;Ponctuel;Exposition dans le cadre du Troc Champetre du 30 avril de 14h a17h;;;;;;;;;;;Français;;;;oui;;;;;47.9759,0.22074;Sarthe
LA ROGER LEGEAY _ RANDONNeE VTT ET PeDESTRE;Randonnee;;salle polyvalente;;;72110;BEAUFAY;;;72026;48.146652;0.363191;;;;;;;;;;;;Annuel;;;;;;;;;;;;;;;;;;;;;48.146652,0.363191;Sarthe
LA VILLE AU TEMPS DES BOLLeE;Visites et sorties a themes;;Maison du Pilier_Rouge;43 Grande Rue;;72000;LE MANS;;;72181;48.00836;0.19683;;;;;;;;;;;;;;;;;;oui;;;;;;Français;;;"Tarif indiv. adulte||4,00||6,00||reduit : enfants de 6 a 12 ans, etudiants ;demandeurs _emploi, personnes handicapees, ;adherents partenaire ;exonere : enfants moins de 6 ans , journalistes et ;guides conferenciers sur justificatif.";;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.00836,0.19683;Sarthe
LE STADE (ANCIENNEMENT MMARENA);Visites et sorties a themes;;MMArena;chemin aux boeufs;;72000;LE MANS;;;72181;47.9548796;0.2202229;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;;"Tarif indiv. adulte||7,00||9,00||reduit : enfants de 6 a 12 ans, etudiants ;demandeurs _emploi, personnes handicapees, ;adherents partenaire ;exonere : enfants moins de 6 ans , journalistes et ;guides conferenciers sur justificatif.";;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.9548796,0.2202229;Sarthe
LEA CREVON;Spectacle;;Cabaret Cafe_Theatre Le Patis;38_40 Rue _Eichthal;;72000;LE MANS;;;72181;47.9999606;0.1848751;;02 43 87 75 72;;;cabaretlepatis@orange.fr;www.cabaretlepatis.com;;;;;;;;;;;;;;;;;;Français;;;;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes,Virement;47.9999606,0.1848751;Sarthe
LES INSECTES POLLINISATEURS : SOURCE DE VIE;Sortie nature / environnement;Mairie;3 Place Maxime Boisseau;;;72600;NEUFCHATEL_EN_SAOSNOIS;;;72215;48.37609;0.24506;;02 33 81 13 33;;;;;;;;;;;;;;;;;;;;;;;;;;;Maison du Parc||0233811333||;;;;48.37609,0.24506;Sarthe
LES JEUDIS PHILO;Conference;;Mediatheque Louis_Aragon;54 Rue du Port;;72000;LE MANS;;;72181;48.00272;0.19322;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.00272,0.19322;Sarthe
LIKE A BLOOM;Concert;Les Quinconces et _Espal;Theatre des Quinconces;4 Place des Jacobins;;72000;LE MANS;;;72181;48.0080743;0.2005444;;02 43 50 21 50;;;;https://www.quinconces_espal.com/la_saison/like_a_bloom;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.0080743,0.2005444;Sarthe
LOUP Y ES_TU ?;Conference;Salle de conference;Credit Agricole de l’Anjou et du Maine;48 Place de la Republique;;72000;LE MANS;;;72181;48.0045;0.19732;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.0045,0.19732;Sarthe
MARCHE GOURMANDE;Randonnee;;;;;72440;SAINT_MICHEL_DE_CHAVAIGNES;;;72303;48.01887;0.56999;;;06 03 10 02 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.01887,0.56999;Sarthe
MARCHe AUX FLEURS ET DU TERROIR;Marche;;;;;72130;SOUGE_LE_GANELON;;;72337;48.31797;_0.03005;;;;;;;;;;;;Annuel;;;;;;;;;;;;;;;;oui;;;;;48.31797,_0.03005;Sarthe
MARCHe DE NOËL DU SIVOS;Animations de Noël;ecole;;;;72370;NUILLE_LE_JALAIS;;;72224;48.018943;0.479944;;;06 46 82 06 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.018943,0.479944;Sarthe
MARCHe DES MAILLETS _ LE MANS;Marche;;;Route de Bonnetable;;72000;LE MANS;;;72181;48.0172741;0.21775409;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;48.0172741,0.21775409;Sarthe
PAPILLONS DE JOUR ET LIBELLULES;Sortie nature / environnement;Espace Naturel Sensible des Ajeux;;;;72400;LA FERTE_BERNARD;;;72132;48.16611;0.64251;;02 43 71 21 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.16611,0.64251;Sarthe
RANDONNeE COMMENTeE EN CANOË;Randonnee;Pont Romain;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.0482299;0.419952;;02 43 60 72 77;;;perche_sarthois@orange.fr;http://www.perche_sarthois.fr/;Facebook||https://www.facebook.com/perchesarthois;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;Pays du Perche Sarthois||02 43 60 72 77||perche_sarthois@orange.fr;;;;48.0482299,0.419952;Sarthe
RANDONNeE GOURMANDE;Randonnee;Salle Ceres;;;;72110;TORCE_EN_VALLEE;;;72359;48.133227;0.39698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.133227,0.39698;Sarthe
RENC'ART a MONOD #2;Exposition;;Parc Theodore Monod;Rue Marceau;;72000;LE MANS;;;72181;48.01034;0.17969;;02 43 47 43 17;;;jeunes.createurs@lemans.fr;https://www.lemans.fr/rencart/;;;;;;;;;;;;;;;;;;Français;;;;;;;;;48.01034,0.17969;Sarthe
RENCONTRE AVEC LES AUTEURS DE NOTRE ReGION;;;;Lieu_dit Domaine du Gasseau;;72130;SAINT_LEONARD_DES_BOIS;;;72294;48.3602587;_0.0779659;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;48.3602587,_0.0779659;Sarthe
RENDEZ_VOUS AUX JARDINS;Sortie nature / environnement;;Abbaye Royale de _Epau;Route de Change;;72530;YVRE__EVEQUE;;;72386;47.9839581;0.2506153;Transport en commun||||,Route (nationale/depart.)||||,Autoroute||||,Gare SNCF||||;;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/;Facebook||https://fr_fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10_17 ans;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.9839581,0.2506153;Sarthe
RETOUR SUR L’eTUDE DES FRESQUES DE L’ABBAYE ROYALE DE L’ePAU;Conference;;Abbaye Royale de _Epau;Route de Change;;72530;YVRE _EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/depart.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/conferences;Facebook||https://fr_fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10_17 ans;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.9839581,0.2506153;Sarthe
RHODA SCOTT;Concert;;Palais des Congres et de la Culture;Rue _Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.0007657,0.19202859;Sarthe
SALON DU LIVRE JEUNESSE;Foire ou salon;Salle des fetes;;;;72320;MONTMIRAIL;;;72208;48.10414;0.79155;;;;;;https://www.facebook.com/pages/category/Social_Club/Les_%C3%89clair%C3%A9s_du_Bocage_108182167332746/;;;;;;;;;;;;;;;;;;;;;;;;;;;48.10414,0.79155;Sarthe
SCELIA JE ME REVEILLE;Theatre;;Espace Scelia;Rue Didier Pironi;;72190;SARGE_LES_LE_MANS;;;72328;48.03575;0.24068;;;;;scelia@sargeleslemans.fr;;;https://www.youtube.com/watch?v=gC5ZEOb9ShI;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||7,00||7,00||,Tarif indiv. enfant||5,00||5,00||;;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.03575,0.24068;Sarthe
SOIReE JEUX COOPeRATIFS;Stages_Atelier_Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE_BERNARD;;;72132;48.1835988;0.64790447;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1835988,0.64790447;Sarthe
SOIReE JEUX DE SOCIeTe;Stages_Atelier_Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE_BERNARD;;;72132;48.1836954;0.64786156;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1836954,0.64786156;Sarthe
SOIReE JEUX DE SOCIeTe;Visites et sorties a themes;Centre Maurice Loiseau;;;;72400;LA FERTE_BERNARD;;;72132;48.1841552;0.64653098;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1841552,0.64653098;Sarthe
SOIReE SPECTACLE ET CONCERT;Cirque;;Chapiteau Mimulus;Avenue de la Gare;;72130;FRESNAY_SUR_SARTHE;;;72138;48.2812461;0.02944239;;;06 12 69 84 51;;administration_mimulus@orange.fr;https://www.mimulus.fr/;Facebook||https://www.facebook.com/cirquemimulus;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||8,00||||,Tarif indiv. enfant||5,00||||;non;;;;;48.2812461,0.02944239;Sarthe
SORTIE ONF NOTRE_DAME DE PARIS, HISTOIRE _UNE SYLVICULTURE _EXCEPTION;Sortie nature / environnement;Carnuta,;Maison de _Homme et de la foret;2 Rue du bourg ancien;;72500;JUPILLES;;;72153;47.7904794;0.41330727;;02 43 38 10 31;;;accueil.carnuta@loirluceberce.fr;http://www.carnuta.fr;;;;;;Ponctuel;;;;;;;;;;;;Français;;;;oui;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.7904794,0.41330727;Sarthe
TEKNIBAL #1;Concert;;Les Saulnieres;239 Avenue Rhin et Danube;;72000;LE MANS;;;72181;48.0200063;0.1822665;;;;;;https://superforma.fr/agenda/teknibal_1;Facebook||https://www.facebook.com/events/991306045130161;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||15,00||||,Tarif indiv. reduit||13,00||||,Tarif abonne||11,00||||Abonne Superforma,Tarif indiv. adulte||17,00||||Sur place;non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.0200063,0.1822665;Sarthe
THe DANSANT;Stages_Atelier_Jeux;salle polyvalente;;;;72460;SILLE_LE_PHILIPPE;;;72335;48.1095;0.35462;;;06 29 66 70 00;;daniel.coutard@sfr.fr;;;;;;;;;;;;;;;;;;;;;;||7,00||||;;;;;;48.1095,0.35462;Sarthe
THeaTRE : _AMOUR EST AVEUGLE;Theatre;Theatre Epidaure;;;;72440;BOULOIRE;;;72042;47.973317;0.548873;;02 43 35 56 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.973317,0.548873;Sarthe
TOURNOI DE TENNIS A LA BASE DE LOISIRS;Manifestation sportive;;;Rue de Buet;;72350;BRULON;;;72050;47.9679252;_0.2295177;;;;;basedepleinair@gmail.com;;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;Cheques bancaires et postaux,Especes;47.9679252,_0.2295177;Sarthe
TOURNOI POLO JEUNE;Manifestation sportive;Plan _eau, Base de Loisirs;;;;72400;LA FERTE_BERNARD;;;72132;48.1796707;0.64837097;;06 27 02 23 82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1796707,0.64837097;Sarthe
TRAIN DU 14 JUILLET;Visites et sorties a themes;La Transvap, depôt la Gare;;;;72160;BEILLE;;;72031;48.081474;0.508985;;02 43 89 00 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.081474,0.508985;Sarthe
TRAIN DU PERE NOEL;Animations de Noël;Chemin de fer touristique de la Sarthe;Transvap;Depôt _Gare;;72160;BEILLE;;;72031;48.082427;0.51009799;;02 43 89 00 37;;;contact@transvap.fr;http://www.transvap.fr/;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;;48.082427,0.51009799;Sarthe
TROC PLANTS;Sortie nature / environnement;Parvis de la Mediatheque Jean _Ormesson;;;;72400;LA FERTE_BERNARD;;;72132;48.1839028;0.65169175;;02 43 93 24 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1839028,0.65169175;Sarthe
UN CONTE DE NOËL;Theatre;Les Quinconces et _Espal;_Espal;60 rue de _Esterel;;72000;LE MANS;;;72181;47.995232;0.2327775;;02 43 50 21 50;;;;https://www.quinconces_espal.com/la_saison/un_conte_de_noel_1;;;;;;;;;;;;;;;;;;;;;;non;;;;;47.995232,0.2327775;Sarthe
VIDE GRENIERS ET CONCOURS DE VOITURES a PeDALES;Brocantes & vide_greniers;Salle des fetes;;;;72390;LE LUART;;;72172;48.069938;0.592255;;02 43 93 45 78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.069938,0.592255;Sarthe
VISITE DU BOURG;Visites et sorties a themes;Place de _eglise;;;;72120;CONFLANS_SUR_ANILLE;;;72087;47.945088;0.745677;;02 43 60 72 77;;;perche_sarthois@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.945088,0.745677;Sarthe
VISITE DeCOUVERTE;Visites et sorties a themes;RDV place Jean Dufournier;;;;72310;BESSE_SUR_BRAYE;;;72035;47.8332324;0.75312841;;02 43 35 34 43;;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||27,00||||;;;;;Cheques bancaires et postaux,Especes;47.8332324,0.75312841;Sarthe
VISITE GUIDeE DU VILLAGE _ASNIeRES_SUR_VeGRE;Visites et sorties a themes;;;1bis rue du Lavoir;;72430;ASNIERES_SUR_VEGRE;;;72010;47.8888083;_0.2336432;;02 43 95 00 60;06 89 50 53 58;;info@valleedelasarthe.fr;http://www.asnierespatrimoine.fr/;Facebook||https://www.facebook.com/associationpatrimoineasnieres/,Instagram||https://www.instagram.com/asso_patrimoine_asnieres/;;;;;Ponctuel;Visite  pour les groupes uniquement sur reservation.;;1H;oui;oui;oui;oui;oui;oui;1H;oui;Français;;;"Tarif indiv. adulte||5,00||||village uniquement;Adulte,Tarif indiv. reduit||4,00||||etudiant;pôle emploi,;Rsa,;Personnes en situation de handicap ;sur justificatif,Tarif indiv. enfant||0,00||||gratuit moins de 12 ans";non;;;;Cheques bancaires et postaux,Especes;47.8888083,_0.2336432;Sarthe
VISITE GeNeRALE  DU BOURG;Conference;place Jean Dufournier;;;;72310;BESSE_SUR_BRAYE;;;72035;48.054;0.643544;;02 43 60 72 77;;;perche_sarthois@orange.fr;;;;;;;;;;;;;;;;;;;;;;;non;Pays du Perche Sarthois||02 43 60 72 77||perche_sarthois@orange.fr;;;Cheques bancaires et postaux;48.054,0.643544;Sarthe
VISITE NOCTURNE a LA LUEUR DES LAMPES TORCHES;Visites et sorties a themes;;Devant la Porte du Chateau;Place de Bassum;;72130;FRESNAY_SUR_SARTHE;;;72138;48.281607;0.01880214;;02 43 33 28 04;;;contact@tourisme_alpesmancelles.fr;;Facebook||https://www.facebook.com/Fresnaysarthe,Instagram||https://www.instagram.com/fresnaysursarthe/;;;;;Ponctuel;;;;;;oui;;;oui;;;Français;;;;oui;;;;;48.281607,0.01880214;Sarthe
VISITES GUIDeES ET PERFORMANCES MUSICALES;Visites et sorties a themes;;Musee de Tesse;2 Avenue de Paderborn;;72000;LE MANS;;;72181;48.01082;0.20417;;02 43 47 38 51;;;musees@lemans.fr;www.lemans.fr/musees;;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;48.01082,0.20417;Sarthe
2E FESTIVAL INTERNATIONAL DE LA CHANSON FRANCOPHONE;Festival;;;Lieu_dit Roussigny;;72320;SAINT_ULPHACE;;;72322;48.1651;0.84445;Route (nationale/depart.)||||;;;;;www.roussigny.fr;;;;;;Annuel;;;;;;;;;;;;;;;Tarif indiv. adulte||12,00||||,Tarif indiv. reduit||8,00||||;;;;;;48.1651,0.84445;Sarthe
BESSE MAGIQUE;Spectacle;Avenue de la gare;;;;72310;BESSE_SUR_BRAYE;;;72035;47.8302168;0.74650011;;02 43 63 09 77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.8302168,0.74650011;Sarthe
CONFeRENCE NATURE :  LES JARDINS EN SARTHE : eBAUCHE D’UNE HISTOIRE »;Conference;;Abbaye Royale de _Epau;Route de Change;;72530;YVRE _EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/depart.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/conferences;Facebook||https://fr_fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10_17 ans;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.9839581,0.2506153;Sarthe
FOUTOIR CELESTE CIRQUE EXALTe;Cirque;;;;;72540;LONGNES;;;72166;48.0219328;_0.0816545;;272880037;;;culture@cc_lbn.fr;https://www.culturelbn.fr/;Facebook||https://www.facebook.com/saisonculturellelbn;;;;;Ponctuel;;;;;;;;;;;;Français;;;"Tarif indiv. adulte||10,00||||,Tarif indiv. reduit||7,00||||etudiant _25 ans;demandeurs _emploi,Tarif indiv. enfant||4,00||||_ 12 ans";non;;;;Cheques bancaires et postaux,Cheques Vacances,Especes;48.0219328,_0.0816545;Sarthe
52eME CHAPITRE DE LA CONFReRIE DES CHEVALIERS DES RILLETTES SARTHOISES;Fetes populaires;;Theatre Municipal;Place Carnot;;72600;MAMERS;;;72180;48.3506202;0.3694332;Route (nationale/depart.)||D311||1;;06 60 54 38 12;;mi.etienne@laposte.net;;;;;;;Annuel;;;;;;;;;;;;;;;;;;;;;48.3506202,0.3694332;Sarthe
[REPORTe] ARNAUD DUCRET;Spectacle;;Palais des Congres et de la Culture;Rue _Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;;https://www.lemans_evenements.fr/evenement/arnaud_ducret_thats_life/;;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||||||Cat.1: 45€ / CE 42€/ Cat.2: 39€;non;;oui;||https://www.lemans_evenements.fr/evenement/arnaud_ducret_thats_life/||||||;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.0007657,0.19202859;Sarthe
[REPORTe] CARMINA BURANA, OPeRA NATIONAL DE RUSSIE;Spectacle;;Antares;2 Avenue Antares;;72100;LE MANS;;;72181;47.956751;0.226448;Transport en commun||Tramway T1 _ Terminus Antares/MMArena||0,1;09 70 25 22 12;;;service_clients@myticket.fr;https://www.antareslemans.com/evenement/carmina_burana/;Facebook||https://www.facebook.com/salle.antares/,Instagram||https://www.instagram.com/antares_le_mans,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.956751,0.226448;Sarthe
[REPORTe] DISNEY EN CONCERT MAGICAL MUSIC FROM THE MOVIES;Concert;;Antares;2 Avenue Antares;;72100;LE MANS;;;72181;47.956751;0.226448;Transport en commun||Tramway T1 _ Terminus Antares/MMArena||0,1;;;;;https://www.antareslemans.com/evenement/disney_in_concert/;Facebook||https://www.facebook.com/salle.antares/,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;https://www.youtube.com/watch?v=Kgj_BxYt_Xk;;;;Ponctuel;;;;;;;;;;;;;;;"Tarif indiv. adulte||||||Tarifs (assis numerote) :;> Carre or : 59€;> Categorie 1 : 49€;> Categorie 2 : 42€;> Categorie 3 : 35€;;Reservations PMR : 08 92 39 01 00 / ASoulie@ticketnet.fr";non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.956751,0.226448;Sarthe
[REPORTe] TATTOO CONVENTION;Foire ou salon;;Centre des Expositions;1, avenue du parc des expositions;;72000;LE MANS;;;72181;47.9567918;0.20346599;;;;;contact@tattooconvlemans.fr;https://www.helloasso.com/associations/undertaker;Facebook||https://www.facebook.com/tattooconvlemans/;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;;47.9567918,0.20346599;Sarthe
A LA DeCOUVERTE DE LA FLORE URBAINE;Sortie nature / environnement;Mairie;6 Place Saint_Pierre;;;72600;SAINT_LONGIS;;;72295;48.35545;0.34784;;233811333;;;;;;;;;;;;;;;;;;;;;;;;;;;Maison du Parc||02 33 81 13 33||;;;;48.35545,0.34784;Sarthe
ACTIVITeS POUR LES 6_8 ANS A LA BASE DE LOISIRS FRED CHOUVIER _ JUILLET ET AOUT;Stages_Atelier_Jeux;;;;Plan _eau;72350;BRULON;;;72050;47.9610555;_0.2229773;;06 77 89 49 18;;;basedepleinair@gmail.com;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. enfant||15,00||25,00||Selon les activites;non;;;;;47.9610555,_0.2229773;Sarthe
ANNIVERSAIRE 60 ANS DE CONGe SUR ORNE;Feux _artifice;;;;;72290;CONGE_SUR_ORNE;;;72088;48.19969;0.25316;;02 42 33 47 39;06 84 00 33 57;;;;;;;;;;;;;;;;;;;;;;;;||||25,00||,Tarif indiv. enfant||||13,00||gratuit pour les moins de 5 ans;non;;;;;48.19969,0.25316;Sarthe
APReS_MIDI a LA FERME _ eLEVAGE DE VACHES LAITIeRES;Sortie nature / environnement;Rue du Montreteaux;;;;72400;DEHAULT;;;72114;48.210902;0.569961;;02 43 71 21 21;;;;www.tourisme_lafertebernard.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;48.210902,0.569961;Sarthe
ASNIeRES_SUR_TOILES;Exposition;;;;Dans les rues du village;72430;ASNIERES_SUR_VeGRE;;;72010;47.8881076;_0.2329398;;02 43 92 40 47;;;asnieres.patrimoine@orange.fr;http://www.asnierespatrimoine.fr/;;;;;;;Tous les 2 ans;;;oui;;;non;oui;non;;non;;;;;oui;;;;;47.8881076,_0.2329398;Sarthe
ATELIER COUTURE;Stages_Atelier_Jeux;Centre social LARES;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.04885;0.40063;;02 43 76 70 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.04885,0.40063;Sarthe
BAL;Fetes populaires;Salle Paul Richard;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.0482299;0.419952;;;06.40.05.82.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0482299,0.419952;Sarthe
BALADE FAMILLE LES 5 SENS EN eVEIL;Sortie nature / environnement;CARNUTA,;MAISON DE _HOMME ET DE LA FOReT;2 RUE DU BOURG ANCIEN;;72500;JUPILLES;;;72153;47.7904836;0.41332973;;02 43 38 10 31;;;accueil.carnuta@loirluceberce.fr;www.carnuta.fr;;;;;;;;;;;;;;;;;;Français;;;"Tarif indiv. adulte||7,00||7,00||Reservation obligatoire.,Tarif indiv. reduit||5,00||5,00||Moins de 18 ans, abonnes, etudiants, demandeurs _emploi, personnes en situation de handicap. Sur justificatif.;Reservation obligatoire.";non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Cheques Vacances Connect,Especes;47.7904836,0.41332973;Sarthe
BRIC_a_BRAC;Brocantes & vide_greniers;Espace Alice et Ernest Guitton;;;;72450;LOMBRON;;;72165;48.080236;0.416376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.080236,0.416376;Sarthe
BROCANTE MENSUELLE DES JACOBINS;Brocantes & vide_greniers;;;Place des Jacobins;;72000;LE MANS;;;72181;48.0079255;0.19968588;;02 43 47 39 55;;;;;;;;;;Mensuel;Chaque 2eme dimanche du mois;;;;;;;;;;;;;;;;;;;;48.0079255,0.19968588;Sarthe
COCHON a L’eTOUFFeE;Fetes populaires;;;;;72440;SAINT_MICHEL_DE_CHAVAIGNES;;;72303;48.0185493;0.5709046;;;06 03 10 02 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0185493,0.5709046;Sarthe
